Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:25:55.0,2.73,21.49,4.31,4.62
2,1,오후 4:26:00.0,2.17,21.9,3.42,3.57
3,1,오후 4:26:05.0,1.51,25.84,3.45,4.7
4,1,오후 4:26:10.0,1.98,22.66,3.17,4.33
5,1,오후 4:26:15.0,1.84,23.87,3.69,4.27
6,1,오후 4:26:20.0,2.97,21.25,4.47,3.56
7,1,오후 4:26:25.0,2.79,27.38,3.72,3.02
8,1,오후 4:26:30.0,2.94,23.82,4.13,3.47
9,1,오후 4:26:35.0,1.86,23.33,4.48,3.86
10,1,오후 4:26:40.0,1.8,24.56,3.79,3.03
11,1,오후 4:26:45.0,2.93,23.28,3.76,4.6
12,1,오후 4:26:50.0,2.61,24.69,3.31,3.4
13,1,오후 4:26:55.0,4.68,19.79,3.87,3.66
14,1,오후 4:27:00.0,2.66,24.63,3.27,3.23
15,1,오후 4:27:05.0,2.14,24.18,4.03,4.47
16,1,오후 4:27:10.0,2.73,21.82,4.17,4.25
17,1,오후 4:27:15.0,2.6,27.31,3.03,4.11
18,1,오후 4:27:20.0,2.5,25.45,3.1,3.47
19,1,오후 4:27:25.0,1.96,24.81,4.37,4.21
20,1,오후 4:27:30.0,2.87,24.57,3.03,4.06
21,1,오후 4:27:35.1,2.72,27.43,3.38,3.78
22,1,오후 4:27:40.1,1.83,25.25,3.15,3.19
23,1,오후 4:27:45.1,1.83,26.24,3.22,3.35
24,1,오후 4:27:50.1,2.37,26.38,3.6,4.92
25,1,오후 4:27:55.1,1.78,26.81,4.0,4.85
26,1,오후 4:28:00.1,2.17,24.04,3.58,3.76
27,1,오후 4:28:05.1,2.11,26.48,4.0,3.29
28,1,오후 4:28:10.1,2.75,22.69,3.22,3.8
29,1,오후 4:28:15.1,2.88,25.46,3.97,4.02
30,1,오후 4:28:20.1,2.31,23.88,4.26,3.1
31,1,오후 4:28:25.1,2.16,22.33,4.45,4.04
32,1,오후 4:28:30.1,2.67,27.92,3.56,4.84
33,1,오후 4:28:35.1,2.48,22.82,3.3,4.33
34,1,오후 4:28:40.1,1.97,21.65,3.23,4.24
35,1,오후 4:28:45.1,1.89,23.85,3.59,3.3
36,1,오후 4:28:50.1,2.28,24.58,3.98,3.02
37,1,오후 4:28:55.1,2.41,22.15,3.62,3.43
38,1,오후 4:29:00.1,2.1,24.65,4.1,3.92
39,1,오후 4:29:05.1,2.56,25.08,3.93,4.27
40,1,오후 4:29:10.1,2.11,27.22,3.95,4.27
41,1,오후 4:29:15.1,2.8,25.66,3.97,4.02
42,1,오후 4:29:20.1,1.66,21.48,4.08,4.15
43,1,오후 4:29:25.1,1.96,22.37,4.18,4.1
44,1,오후 4:29:30.2,2.78,25.5,3.82,3.1
45,1,오후 4:29:35.2,2.52,26.21,3.77,4.67
46,1,오후 4:29:40.2,2.47,21.99,3.75,4.63
47,1,오후 4:29:45.2,2.79,25.08,3.54,4.88
48,1,오후 4:29:50.2,1.87,23.0,3.81,3.63
49,1,오후 4:29:55.2,4.1,23.53,3.73,1.81
50,1,오후 4:30:00.2,2.54,23.21,3.97,3.38
51,1,오후 4:30:05.2,2.39,24.42,4.49,3.68
52,1,오후 4:30:10.2,2.66,21.73,3.69,4.11
53,1,오후 4:30:15.2,2.66,21.7,4.49,4.41
54,1,오후 4:30:20.2,2.34,25.74,3.22,4.38
55,1,오후 4:30:25.2,1.84,26.92,4.08,3.23
56,1,오후 4:30:30.2,2.47,22.62,3.82,4.31
57,1,오후 4:30:35.2,2.72,22.02,4.23,3.53
58,1,오후 4:30:40.2,2.37,24.03,3.97,4.11
59,1,오후 4:30:45.2,1.52,23.7,3.63,3.38
60,1,오후 4:30:50.2,3.13,26.65,4.01,3.49
61,1,오후 4:30:55.2,2.91,27.37,3.52,4.8
62,1,오후 4:31:00.2,2.2,22.0,3.19,3.56
63,1,오후 4:31:05.3,2.48,27.33,4.43,4.63
64,1,오후 4:31:10.3,2.62,21.76,3.22,3.3
65,1,오후 4:31:15.3,2.62,24.63,3.82,3.47
66,1,오후 4:31:20.3,2.73,24.09,4.28,3.42
67,1,오후 4:31:25.3,1.92,26.71,4.01,3.14
68,1,오후 4:31:30.3,2.64,26.96,4.39,4.19
69,1,오후 4:31:35.3,2.19,27.6,4.13,3.32
70,2,오후 4:32:02.6,2.58,21.54,3.41,4.98
71,2,오후 4:32:07.6,2.16,23.31,3.66,4.64
72,2,오후 4:32:12.6,3.82,24.32,3.28,1.54
73,2,오후 4:32:17.6,2.59,24.78,3.55,3.76
74,2,오후 4:32:22.6,2.02,23.22,3.67,4.98
75,2,오후 4:32:27.6,2.45,27.38,4.24,4.02
76,2,오후 4:32:32.6,2.89,21.71,3.55,4.05
77,2,오후 4:32:37.6,1.8,26.75,3.33,4.07
78,2,오후 4:32:42.6,1.51,27.8,4.49,3.01
79,2,오후 4:32:47.6,2.56,24.11,3.97,4.01
80,2,오후 4:32:52.6,2.85,21.41,3.27,4.93
81,2,오후 4:32:57.6,2.33,25.85,3.27,3.5
82,2,오후 4:33:02.6,2.35,27.59,3.78,3.28
83,2,오후 4:33:07.6,2.65,25.72,3.23,3.2
84,2,오후 4:33:12.6,1.69,22.29,4.17,3.96
85,2,오후 4:33:17.6,2.11,25.86,3.4,3.03
86,2,오후 4:33:22.7,2.82,22.22,4.39,4.28
87,2,오후 4:33:27.7,2.04,22.54,4.07,4.81
88,2,오후 4:33:32.7,1.81,24.5,3.56,3.57
89,2,오후 4:33:37.7,1.79,21.14,4.39,4.82
90,2,오후 4:33:42.7,2.85,24.87,3.7,4.43
91,2,오후 4:33:47.7,2.14,24.58,3.02,4.8
92,2,오후 4:33:52.7,1.92,27.2,3.83,3.19
93,2,오후 4:33:57.7,2.6,22.47,4.17,3.69
94,2,오후 4:34:02.7,2.55,27.51,3.38,4.17
95,2,오후 4:34:07.7,1.63,21.26,3.84,3.4
96,2,오후 4:34:12.7,1.97,25.28,3.99,3.07
97,2,오후 4:34:17.7,2.77,24.23,3.38,4.76
98,2,오후 4:34:22.7,1.99,23.16,3.68,4.03
99,2,오후 4:34:27.7,1.68,22.52,3.23,4.78
100,2,오후 4:34:32.7,1.51,26.13,3.4,4.06
101,2,오후 4:34:37.7,2.49,26.9,4.15,4.83
102,2,오후 4:34:42.7,1.55,23.88,3.49,3.08
103,2,오후 4:34:47.8,2.22,26.75,3.21,4.03
104,2,오후 4:34:52.8,2.36,24.15,4.21,3.61
105,2,오후 4:34:57.8,2.91,23.59,3.12,4.77
106,2,오후 4:35:02.8,4.16,22.9,4.38,1.58
107,2,오후 4:35:07.8,2.9,23.61,3.84,4.08
108,2,오후 4:35:12.8,2.53,24.13,3.53,3.56
109,2,오후 4:35:17.8,2.12,25.08,4.2,4.58
110,2,오후 4:35:22.8,2.77,24.47,3.9,4.71
