Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:21:47.0,2.84,23.14,3.58,4.72
2,1,오후 4:21:52.0,1.92,23.15,4.11,3.94
3,1,오후 4:21:57.0,1.9,21.33,3.35,4.86
4,1,오후 4:22:02.0,1.95,17.17,3.25,4.09
5,1,오후 4:22:07.0,2.33,22.81,3.11,4.51
6,1,오후 4:22:12.0,1.54,25.44,3.58,4.86
7,1,오후 4:22:17.0,2.53,23.23,3.57,4.97
8,1,오후 4:22:22.0,2.24,25.88,3.76,4.0
9,1,오후 4:22:27.0,1.67,23.5,3.82,3.18
10,1,오후 4:22:32.0,2.24,25.03,4.46,4.75
11,1,오후 4:22:37.0,2.28,22.18,3.96,3.8
12,1,오후 4:22:42.0,2.58,26.11,4.26,3.86
13,1,오후 4:22:47.0,1.56,22.98,3.4,3.82
14,1,오후 4:22:52.0,2.0,23.39,4.29,4.75
15,1,오후 4:22:57.0,2.8,25.48,3.78,4.25
16,1,오후 4:23:02.0,2.29,26.07,3.33,3.63
17,1,오후 4:23:07.0,1.63,21.47,3.92,3.52
18,1,오후 4:23:12.1,2.07,23.92,3.97,4.54
19,1,오후 4:23:17.1,2.03,23.56,4.34,3.07
20,1,오후 4:23:22.1,2.36,22.18,4.19,4.6
21,1,오후 4:23:27.1,2.79,23.92,3.89,3.34
22,1,오후 4:23:32.1,2.53,26.79,3.25,4.46
23,1,오후 4:23:37.1,1.51,22.46,3.51,3.05
24,1,오후 4:23:42.1,2.86,21.2,3.13,3.27
25,1,오후 4:23:47.1,2.85,22.35,4.21,3.21
26,1,오후 4:23:52.1,2.9,27.62,4.44,4.39
27,1,오후 4:23:57.1,1.92,24.86,4.07,3.61
28,1,오후 4:24:02.1,2.57,24.83,4.23,3.99
29,1,오후 4:24:07.1,2.83,23.9,3.16,3.55
30,1,오후 4:24:12.1,1.95,17.17,3.25,4.09
31,1,오후 4:24:17.1,2.23,25.71,4.34,3.31
32,1,오후 4:24:22.1,1.65,24.35,3.11,3.04
33,1,오후 4:24:27.1,1.92,23.32,4.23,3.97
34,1,오후 4:24:32.1,1.88,23.99,3.45,3.61
35,1,오후 4:24:37.1,2.92,24.79,3.42,4.8
36,1,오후 4:24:42.1,2.44,27.76,3.99,4.23
37,1,오후 4:24:47.1,1.74,23.5,4.33,3.92
38,1,오후 4:24:52.1,2.65,22.37,4.17,4.03
39,1,오후 4:24:57.1,2.78,23.63,4.17,4.65
40,1,오후 4:25:02.1,2.98,27.14,3.28,3.49
41,1,오후 4:25:07.1,2.77,24.08,3.93,3.03
42,1,오후 4:25:12.2,2.51,24.27,3.61,3.46
43,1,오후 4:25:17.2,2.54,22.77,4.0,3.81
44,1,오후 4:25:22.2,2.88,26.75,3.04,3.26
45,1,오후 4:25:27.2,2.98,27.26,4.47,4.68
46,1,오후 4:25:32.2,1.95,17.17,3.25,4.09
47,1,오후 4:25:37.2,2.79,24.92,3.03,4.77
48,1,오후 4:25:42.2,1.8,23.18,4.18,4.52
49,1,오후 4:25:47.2,1.75,26.71,3.46,4.43
50,1,오후 4:25:52.2,2.09,24.92,4.0,4.49
51,1,오후 4:25:57.2,2.84,21.77,4.32,3.49
52,1,오후 4:26:02.2,1.89,26.97,3.35,4.66
53,1,오후 4:26:07.2,2.31,25.42,3.12,4.0
54,1,오후 4:26:12.2,1.72,25.86,3.53,3.04
55,1,오후 4:26:17.2,2.73,26.69,4.14,4.69
56,1,오후 4:26:22.2,2.91,23.08,3.53,3.64
57,1,오후 4:26:27.2,2.57,22.04,4.32,3.83
58,1,오후 4:26:32.2,1.83,27.62,3.3,4.73
59,1,오후 4:26:37.2,2.11,25.27,3.43,3.07
60,1,오후 4:26:42.3,2.13,25.65,4.32,3.29
61,1,오후 4:26:47.3,1.64,26.3,4.35,3.52
62,1,오후 4:26:52.3,2.96,23.27,3.58,3.49
63,1,오후 4:26:57.3,1.53,24.21,3.41,4.29
64,1,오후 4:27:02.3,2.07,27.12,4.37,4.49
65,1,오후 4:27:07.3,1.82,22.65,4.03,4.88
66,1,오후 4:27:12.3,1.59,24.6,3.68,4.74
67,1,오후 4:27:17.3,2.76,24.66,3.39,4.7
68,1,오후 4:27:22.3,1.95,17.17,3.25,4.09
69,1,오후 4:27:27.3,2.08,27.53,3.01,3.97
70,2,오후 4:27:55.2,2.26,24.54,4.17,1.52
71,2,오후 4:28:00.2,2.96,24.17,4.18,3.63
72,2,오후 4:28:05.2,2.82,25.62,3.39,4.76
73,2,오후 4:28:10.2,2.98,26.94,4.25,4.2
74,2,오후 4:28:15.2,2.3,21.89,3.81,3.84
75,2,오후 4:28:20.2,1.55,26.09,4.0,3.75
76,2,오후 4:28:25.2,2.25,22.78,3.02,4.3
77,2,오후 4:28:30.2,1.99,25.94,3.85,3.57
78,2,오후 4:28:35.2,1.71,25.38,4.17,3.56
79,2,오후 4:28:40.2,1.77,25.7,3.66,4.86
80,2,오후 4:28:45.2,1.93,23.02,3.19,3.21
81,2,오후 4:28:50.2,2.78,21.37,3.73,3.51
82,2,오후 4:28:55.2,1.91,26.1,3.02,3.69
83,2,오후 4:29:00.2,2.19,21.53,3.25,4.25
84,2,오후 4:29:05.2,2.21,24.07,4.36,3.33
85,2,오후 4:29:10.2,2.23,27.35,4.03,4.34
86,2,오후 4:29:15.2,1.68,22.22,4.31,4.87
87,2,오후 4:29:20.2,2.26,24.54,4.17,1.52
88,2,오후 4:29:25.3,1.86,22.4,3.69,3.93
89,2,오후 4:29:30.3,1.88,23.97,4.2,3.44
90,2,오후 4:29:35.3,2.61,24.7,3.79,3.98
91,2,오후 4:29:40.3,2.55,24.53,3.79,4.57
92,2,오후 4:29:45.3,2.53,21.45,3.86,4.1
