Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:26:56.0,2.48,21.85,3.02,4.09
2,1,오후 4:27:01.0,1.87,23.96,4.17,3.49
3,1,오후 4:27:06.0,2.49,24.27,4.42,3.13
4,1,오후 4:27:11.0,2.96,23.42,3.43,3.04
5,1,오후 4:27:16.0,2.66,22.76,4.08,3.45
6,1,오후 4:27:21.0,2.58,25.77,3.5,3.3
7,1,오후 4:27:26.0,2.71,27.28,3.31,3.67
8,1,오후 4:27:31.0,2.98,23.01,3.26,4.09
9,1,오후 4:27:36.0,1.74,22.59,4.03,4.06
10,1,오후 4:27:41.0,2.08,25.13,3.45,4.11
11,1,오후 4:27:46.0,1.53,24.79,3.2,4.5
12,1,오후 4:27:51.0,2.89,24.81,3.28,4.23
13,1,오후 4:27:56.0,2.99,25.07,4.3,4.32
14,1,오후 4:28:01.0,2.63,26.81,3.93,4.51
15,1,오후 4:28:06.0,1.96,24.96,4.04,4.92
16,1,오후 4:28:11.0,2.99,24.01,4.23,3.05
17,1,오후 4:28:16.0,2.32,25.23,3.18,4.75
18,1,오후 4:28:21.0,2.96,22.63,4.38,3.08
19,1,오후 4:28:26.0,2.25,24.73,3.37,4.0
20,1,오후 4:28:31.0,2.38,23.91,3.84,4.28
21,1,오후 4:28:36.1,1.75,23.04,3.64,4.91
22,1,오후 4:28:41.1,1.77,22.07,3.55,3.92
23,1,오후 4:28:46.1,2.28,22.09,3.35,4.65
24,1,오후 4:28:51.1,2.94,24.41,3.37,4.22
25,1,오후 4:28:56.1,2.95,21.73,4.07,4.77
26,1,오후 4:29:01.1,2.03,26.53,4.46,3.79
27,1,오후 4:29:06.1,2.36,24.78,3.4,3.06
28,1,오후 4:29:11.1,2.71,23.54,3.62,4.29
29,1,오후 4:29:16.1,2.62,23.51,3.2,4.1
30,1,오후 4:29:21.1,2.54,23.71,3.37,4.09
31,1,오후 4:29:26.1,2.7,21.81,3.47,4.01
32,1,오후 4:29:31.1,2.71,24.44,3.6,4.94
33,1,오후 4:29:36.1,2.97,24.15,3.09,3.61
34,1,오후 4:29:41.1,2.75,26.84,3.37,4.44
35,1,오후 4:29:46.1,2.69,26.49,3.3,4.23
36,1,오후 4:29:51.1,1.71,25.72,3.67,3.1
37,1,오후 4:29:56.1,2.93,25.36,3.44,4.82
38,1,오후 4:30:01.2,2.61,27.44,3.82,3.14
39,1,오후 4:30:06.2,1.53,25.82,3.74,3.74
40,1,오후 4:30:11.2,1.97,26.83,3.39,4.42
41,1,오후 4:30:16.2,2.66,21.5,3.2,4.69
42,1,오후 4:30:21.2,2.53,26.75,3.61,3.4
43,1,오후 4:30:26.2,1.6,21.44,3.43,4.07
44,1,오후 4:30:31.2,2.89,25.34,3.1,4.02
45,1,오후 4:30:36.2,1.55,26.41,3.96,3.74
46,1,오후 4:30:41.2,1.55,24.79,3.19,3.71
47,1,오후 4:30:46.2,2.13,25.28,4.34,4.33
48,1,오후 4:30:51.2,2.08,25.97,4.13,3.25
49,1,오후 4:30:56.2,2.2,23.59,3.21,4.06
50,1,오후 4:31:01.2,2.82,24.05,3.77,4.28
51,1,오후 4:31:06.2,2.14,22.32,4.1,3.99
52,1,오후 4:31:11.2,2.28,23.51,4.36,3.31
53,1,오후 4:31:16.2,1.9,22.81,4.4,3.21
54,1,오후 4:31:21.2,2.7,22.17,3.44,4.76
55,1,오후 4:31:26.2,2.23,21.74,4.05,4.12
56,1,오후 4:31:31.3,2.51,21.23,4.34,3.86
57,1,오후 4:31:36.3,1.84,24.78,3.44,4.8
58,1,오후 4:31:41.3,1.59,25.17,4.34,3.4
59,1,오후 4:31:46.3,2.34,27.47,4.14,4.17
60,1,오후 4:31:51.3,2.49,21.83,3.71,4.21
61,1,오후 4:31:56.3,2.16,27.88,3.06,3.56
62,1,오후 4:32:01.3,1.85,25.38,3.86,3.75
63,1,오후 4:32:06.3,2.34,25.49,3.97,3.57
64,1,오후 4:32:11.3,2.71,27.23,4.31,4.0
65,1,오후 4:32:16.3,2.2,24.83,3.29,4.01
66,1,오후 4:32:21.3,1.77,22.54,4.03,4.2
67,1,오후 4:32:26.3,2.77,23.97,3.41,4.44
68,1,오후 4:32:31.3,1.94,22.46,3.11,3.07
69,1,오후 4:32:36.3,1.92,27.71,3.33,4.25
70,2,오후 4:33:03.5,2.92,24.85,3.4,3.51
71,2,오후 4:33:08.5,2.01,21.06,4.37,3.31
72,2,오후 4:33:13.5,2.78,24.32,4.41,3.5
73,2,오후 4:33:18.5,1.97,25.59,3.65,3.87
74,2,오후 4:33:23.5,1.94,19.42,3.13,4.31
75,2,오후 4:33:28.6,2.96,22.54,3.07,4.94
