Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:23:42.0,2.53,26.17,4.31,4.77
2,1,오후 4:23:47.0,2.31,25.35,4.15,3.23
3,1,오후 4:23:52.0,1.83,21.66,3.45,4.74
4,1,오후 4:23:57.0,2.31,25.89,3.77,3.77
5,1,오후 4:24:02.0,2.18,23.81,1.82,1.75
6,1,오후 4:24:07.0,2.1,22.95,3.57,3.01
7,1,오후 4:24:12.0,2.01,26.79,3.74,4.02
8,1,오후 4:24:17.0,2.35,24.72,3.97,3.34
9,1,오후 4:24:22.0,2.93,25.17,3.98,4.09
10,1,오후 4:24:27.0,2.5,22.22,3.59,4.25
11,1,오후 4:24:32.0,2.47,22.33,4.24,4.77
12,1,오후 4:24:37.0,1.97,27.21,3.54,3.88
13,1,오후 4:24:42.0,2.66,27.44,3.34,3.74
14,1,오후 4:24:47.0,2.44,21.84,4.13,4.24
15,1,오후 4:24:52.0,2.44,26.65,3.47,4.37
16,1,오후 4:24:57.0,2.08,25.59,3.84,4.06
17,1,오후 4:25:02.0,2.59,25.5,3.03,3.99
18,1,오후 4:25:07.0,2.35,25.13,3.17,4.46
19,1,오후 4:25:12.0,2.02,24.66,3.48,4.37
20,1,오후 4:25:17.1,2.49,23.83,3.83,4.05
21,1,오후 4:25:22.1,2.9,22.73,3.03,3.39
22,1,오후 4:25:27.1,2.62,27.39,3.73,4.09
23,1,오후 4:25:32.1,2.01,21.79,4.0,4.99
24,1,오후 4:25:37.1,2.59,21.43,3.92,4.36
25,1,오후 4:25:42.1,2.71,27.56,3.2,3.84
26,1,오후 4:25:47.1,1.82,26.37,4.26,4.79
27,1,오후 4:25:52.1,2.1,21.73,3.58,3.04
28,1,오후 4:25:57.1,1.97,23.33,3.79,3.07
29,1,오후 4:26:02.1,1.63,25.27,4.11,3.34
30,1,오후 4:26:07.1,2.24,23.86,3.41,3.16
31,1,오후 4:26:12.1,2.85,21.67,3.9,4.42
32,1,오후 4:26:17.1,2.06,26.95,4.37,3.84
33,1,오후 4:26:22.1,2.13,24.6,3.2,4.52
34,1,오후 4:26:27.1,2.96,22.53,3.69,3.01
35,1,오후 4:26:32.1,2.7,24.79,4.28,3.3
36,1,오후 4:26:37.1,2.88,24.99,4.16,3.27
37,1,오후 4:26:42.1,1.64,23.87,3.34,3.86
38,1,오후 4:26:47.1,2.59,24.21,3.46,3.72
39,1,오후 4:26:52.2,2.65,26.95,3.85,3.92
40,1,오후 4:26:57.2,2.66,27.44,3.95,4.64
41,1,오후 4:27:02.2,1.95,23.51,3.9,4.56
42,1,오후 4:27:07.2,1.87,22.79,3.5,3.77
