Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:28:31.0,1.93,26.34,4.04,3.55
2,1,오후 4:28:36.0,2.31,25.19,3.44,4.08
3,1,오후 4:28:41.0,2.35,22.8,3.33,3.73
4,1,오후 4:28:46.0,2.65,26.9,4.13,4.52
5,1,오후 4:28:51.0,2.77,24.32,3.15,4.07
6,1,오후 4:28:56.0,2.12,25.0,3.39,4.49
7,1,오후 4:29:01.0,2.7,22.08,4.3,3.05
8,1,오후 4:29:06.0,2.77,21.72,3.62,3.72
9,1,오후 4:29:11.0,1.69,25.55,3.64,4.15
10,1,오후 4:29:16.0,2.06,26.31,4.01,3.22
11,1,오후 4:29:21.0,2.73,27.43,3.89,3.73
12,1,오후 4:29:26.0,1.54,25.43,3.07,3.57
13,1,오후 4:29:31.0,2.08,25.9,4.28,3.27
14,1,오후 4:29:36.0,2.92,24.73,3.85,3.14
15,1,오후 4:29:41.0,1.83,22.61,3.06,3.33
16,1,오후 4:29:46.0,1.59,23.82,4.33,3.15
17,1,오후 4:29:51.0,2.87,24.23,3.23,3.65
18,1,오후 4:29:56.0,2.14,26.09,3.7,3.96
19,1,오후 4:30:01.0,2.6,24.26,4.44,3.65
20,1,오후 4:30:06.0,2.37,26.13,4.33,4.58
21,1,오후 4:30:11.0,1.95,25.0,3.58,4.51
22,1,오후 4:30:16.0,2.91,25.16,3.41,4.56
23,1,오후 4:30:21.0,2.04,23.53,3.33,3.04
24,1,오후 4:30:26.1,1.64,26.43,3.87,3.42
25,1,오후 4:30:31.1,1.68,23.03,4.47,3.16
26,1,오후 4:30:36.1,1.53,22.63,3.87,3.31
27,1,오후 4:30:41.1,2.35,21.91,3.85,4.12
28,1,오후 4:30:46.1,1.89,24.29,3.31,4.92
29,1,오후 4:30:51.1,1.96,27.26,3.56,3.12
30,1,오후 4:30:56.1,2.08,24.93,3.48,4.88
31,1,오후 4:31:01.1,1.64,24.06,3.11,3.54
32,1,오후 4:31:06.1,2.31,25.09,3.28,3.27
33,1,오후 4:31:11.1,2.39,23.08,3.99,4.77
34,1,오후 4:31:16.1,2.73,26.77,3.4,3.9
35,1,오후 4:31:21.1,2.16,25.62,4.3,3.46
36,1,오후 4:31:26.1,2.54,27.01,4.28,4.81
37,1,오후 4:31:31.1,2.6,23.56,3.71,4.07
38,1,오후 4:31:36.1,1.72,21.52,3.64,4.12
39,1,오후 4:31:41.1,1.66,26.6,4.39,4.77
40,1,오후 4:31:46.1,1.54,22.27,3.35,4.97
41,1,오후 4:31:51.2,1.87,25.5,3.37,3.81
42,1,오후 4:31:56.2,2.07,24.72,3.74,3.11
43,1,오후 4:32:01.2,1.97,27.64,3.69,3.42
44,1,오후 4:32:06.2,2.77,25.75,3.62,3.29
45,1,오후 4:32:11.2,2.4,24.27,4.43,3.96
46,1,오후 4:32:16.2,2.26,26.89,3.23,3.14
47,1,오후 4:32:21.2,2.58,27.25,3.03,3.96
48,1,오후 4:32:26.2,2.91,25.3,3.31,4.28
49,1,오후 4:32:31.2,2.49,25.21,3.17,4.45
50,1,오후 4:32:36.2,2.22,24.29,3.21,3.41
51,1,오후 4:32:41.2,1.62,27.37,3.05,4.07
52,1,오후 4:32:46.2,2.26,25.15,4.06,3.29
53,1,오후 4:32:51.2,2.69,22.33,4.08,4.16
54,1,오후 4:32:56.2,2.98,22.79,3.56,4.12
55,1,오후 4:33:01.2,1.65,23.82,3.68,3.63
56,1,오후 4:33:06.3,1.52,27.88,3.03,3.68
57,1,오후 4:33:11.3,2.89,25.59,3.02,4.95
58,1,오후 4:33:16.3,2.56,21.25,3.08,3.46
