Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:29:54.0,1.87,25.23,3.95,4.55
2,1,오후 4:29:59.0,2.67,25.96,3.55,4.51
3,1,오후 4:30:04.0,2.31,23.35,3.99,3.06
4,1,오후 4:30:09.0,2.38,23.89,4.1,3.5
5,1,오후 4:30:14.0,2.24,22.96,4.08,4.71
6,1,오후 4:30:19.0,2.2,25.03,3.1,4.33
7,1,오후 4:30:24.0,1.73,24.84,3.99,4.57
8,1,오후 4:30:29.0,2.11,25.88,3.61,3.48
9,1,오후 4:30:34.0,1.96,22.79,4.38,3.35
10,1,오후 4:30:39.0,1.95,24.65,4.18,4.93
11,1,오후 4:30:44.0,2.82,25.69,3.57,4.47
12,1,오후 4:30:49.0,2.26,25.09,3.78,4.67
13,1,오후 4:30:54.0,2.76,22.58,4.49,4.77
14,1,오후 4:30:59.0,2.66,22.11,4.29,3.41
15,1,오후 4:31:04.0,2.6,22.49,4.07,4.6
16,1,오후 4:31:09.0,2.47,25.19,3.91,4.27
17,1,오후 4:31:14.0,2.35,25.72,3.75,3.88
18,1,오후 4:31:19.1,1.54,25.43,3.5,4.31
19,1,오후 4:31:24.1,1.6,23.93,3.16,3.49
20,1,오후 4:31:29.1,2.06,21.65,4.19,3.46
21,1,오후 4:31:34.1,2.61,21.37,3.04,3.3
22,1,오후 4:31:39.1,2.39,26.83,3.02,3.55
23,1,오후 4:31:44.1,2.64,26.71,4.05,3.13
24,1,오후 4:31:49.1,2.02,26.71,3.63,3.57
25,1,오후 4:31:54.1,1.8,21.54,4.41,4.75
26,1,오후 4:31:59.1,2.21,24.58,3.55,4.92
27,1,오후 4:32:04.1,1.57,25.65,3.57,4.55
28,1,오후 4:32:09.1,1.97,21.91,3.28,3.34
29,1,오후 4:32:14.1,1.99,24.49,4.34,4.06
30,1,오후 4:32:19.1,1.7,21.04,3.3,4.98
31,1,오후 4:32:24.1,1.78,27.31,3.57,3.77
32,1,오후 4:32:29.1,1.59,21.55,4.32,4.26
33,1,오후 4:32:34.1,2.97,25.5,3.52,4.68
34,1,오후 4:32:39.1,2.93,22.15,3.09,4.31
35,1,오후 4:32:44.1,1.84,23.43,4.46,4.72
36,1,오후 4:32:49.1,2.14,23.05,3.41,4.75
37,1,오후 4:32:54.1,2.38,23.57,4.17,3.46
38,1,오후 4:32:59.1,1.94,21.1,3.21,4.32
39,1,오후 4:33:04.1,3.31,24.47,3.74,3.23
40,1,오후 4:33:09.2,1.82,24.37,4.43,4.59
41,1,오후 4:33:14.2,1.81,24.06,3.92,4.06
42,1,오후 4:33:19.2,2.28,23.76,4.3,3.22
43,1,오후 4:33:24.2,1.63,26.82,3.17,3.17
44,1,오후 4:33:29.2,1.55,24.47,3.85,3.52
45,1,오후 4:33:34.2,2.86,23.4,3.49,4.45
46,1,오후 4:33:39.2,1.58,25.35,3.4,3.45
47,1,오후 4:33:44.2,2.26,27.09,3.33,3.84
48,1,오후 4:33:49.2,2.15,23.67,3.97,4.64
49,1,오후 4:33:54.2,1.59,26.55,3.82,4.13
50,1,오후 4:33:59.2,1.88,24.6,3.89,4.24
51,1,오후 4:34:04.2,2.58,25.98,3.45,4.11
52,1,오후 4:34:09.2,2.84,22.5,3.89,4.73
53,1,오후 4:34:14.2,2.95,26.7,3.4,3.02
54,1,오후 4:34:19.2,2.55,24.45,4.1,4.09
55,1,오후 4:34:24.2,2.02,25.49,3.57,4.78
56,1,오후 4:34:29.2,1.64,24.39,3.02,4.24
57,1,오후 4:34:34.3,2.04,21.84,3.77,3.8
58,1,오후 4:34:39.3,1.72,25.5,3.31,3.27
59,1,오후 4:34:44.3,2.78,26.72,3.09,3.58
60,1,오후 4:34:49.3,1.91,24.04,3.29,3.57
61,1,오후 4:34:54.3,1.82,24.21,3.93,4.09
62,1,오후 4:34:59.3,2.84,22.91,3.35,3.69
63,1,오후 4:35:04.3,2.03,26.59,3.43,4.13
64,1,오후 4:35:09.3,2.44,24.69,3.47,3.29
65,1,오후 4:35:14.3,1.52,22.53,4.22,3.91
66,1,오후 4:35:19.3,3.64,24.45,3.3,2.35
67,1,오후 4:35:24.3,2.58,23.93,4.24,3.83
68,1,오후 4:35:29.3,2.34,24.04,3.55,3.17
69,1,오후 4:35:34.3,1.59,22.93,3.16,4.75
70,2,오후 4:36:00.4,1.82,24.51,3.25,4.47
71,2,오후 4:36:05.4,2.4,22.67,3.87,4.29
72,2,오후 4:36:10.4,2.35,23.56,3.95,3.4
73,2,오후 4:36:15.4,1.97,23.28,3.54,3.15
74,2,오후 4:36:20.4,2.57,21.92,3.54,3.85
75,2,오후 4:36:25.4,2.87,23.75,3.01,4.57
76,2,오후 4:36:30.4,2.77,25.05,3.46,3.97
77,2,오후 4:36:35.4,2.1,26.18,3.07,3.66
78,2,오후 4:36:40.5,2.55,24.39,4.12,3.5
79,2,오후 4:36:45.5,1.81,26.73,3.37,4.82
80,2,오후 4:36:50.5,1.74,25.84,3.74,4.09
81,2,오후 4:36:55.5,1.66,23.51,3.7,3.68
82,2,오후 4:37:00.5,2.74,23.31,3.57,4.06
83,2,오후 4:37:05.5,2.81,27.03,3.27,4.48
84,2,오후 4:37:10.5,2.13,25.02,4.14,3.64
85,2,오후 4:37:15.5,1.74,24.69,3.75,3.7
86,2,오후 4:37:20.5,1.75,24.81,3.84,3.5
87,2,오후 4:37:25.5,2.98,21.18,4.15,4.07
88,2,오후 4:37:30.5,2.4,21.71,3.71,3.81
89,2,오후 4:37:35.5,2.52,23.99,4.28,3.66
90,2,오후 4:37:40.5,2.64,24.83,3.44,4.85
91,2,오후 4:37:45.5,2.64,27.48,3.33,4.93
92,2,오후 4:37:50.5,2.84,24.86,3.24,3.1
93,2,오후 4:37:55.5,2.82,24.16,3.19,4.92
94,2,오후 4:38:00.5,2.16,27.4,4.24,4.29
95,2,오후 4:38:05.6,2.14,27.78,4.27,3.43
96,2,오후 4:38:10.6,2.97,27.25,3.92,3.5
97,2,오후 4:38:15.6,2.69,27.4,3.97,3.59
98,2,오후 4:38:20.6,1.72,27.32,3.95,4.17
99,2,오후 4:38:25.6,2.13,27.58,3.76,4.89
100,2,오후 4:38:30.6,1.92,21.14,3.76,4.42
101,2,오후 4:38:35.6,2.55,25.2,3.64,4.76
102,2,오후 4:38:40.6,2.08,26.25,4.23,4.26
103,2,오후 4:38:45.6,1.99,26.92,4.46,4.14
104,2,오후 4:38:50.6,1.97,24.01,3.86,4.53
105,2,오후 4:38:55.6,2.33,26.09,3.78,4.12
106,2,오후 4:39:00.6,2.49,21.7,4.34,4.41
107,2,오후 4:39:05.6,1.79,25.1,3.53,4.63
108,2,오후 4:39:10.6,2.15,25.7,3.54,3.33
109,2,오후 4:39:15.6,2.18,25.79,4.07,3.24
110,2,오후 4:39:20.6,2.86,27.67,3.61,4.88
111,2,오후 4:39:25.6,2.06,27.89,3.14,4.64
112,2,오후 4:39:30.6,1.51,27.52,3.72,3.53
113,2,오후 4:39:35.6,2.05,26.06,3.22,3.42
114,2,오후 4:39:40.7,2.08,23.34,3.44,3.79
115,2,오후 4:39:45.7,2.85,24.31,3.52,4.57
116,2,오후 4:39:50.7,2.5,26.04,3.77,3.98
117,2,오후 4:39:55.7,1.97,23.0,4.11,4.59
118,2,오후 4:40:00.7,2.77,22.47,3.36,3.7
119,2,오후 4:40:05.7,2.33,26.82,3.41,3.65
120,2,오후 4:40:10.7,2.57,26.53,3.11,4.32
121,2,오후 4:40:15.7,2.02,26.72,4.18,3.85
122,2,오후 4:40:20.7,2.77,27.85,3.12,4.08
123,2,오후 4:40:25.7,2.29,27.99,4.27,3.38
124,2,오후 4:40:30.7,2.36,22.56,3.25,3.88
125,2,오후 4:40:35.7,1.92,25.42,4.21,4.48
126,2,오후 4:40:40.7,2.53,25.73,3.9,4.63
127,2,오후 4:40:45.7,2.63,21.73,3.94,3.06
128,2,오후 4:40:50.7,2.83,24.16,3.07,4.71
129,2,오후 4:40:55.7,2.38,25.46,3.16,4.92
130,2,오후 4:41:00.8,2.63,24.57,3.94,3.85
131,2,오후 4:41:05.8,1.59,24.52,3.5,4.58
132,2,오후 4:41:10.8,1.96,22.47,4.14,3.12
133,2,오후 4:41:15.8,2.28,27.68,4.08,3.34
134,2,오후 4:41:20.8,1.88,27.43,4.37,3.07
135,2,오후 4:41:25.8,2.75,26.32,3.14,3.03
136,2,오후 4:41:30.8,2.72,22.02,3.36,4.01
137,2,오후 4:41:35.8,2.77,23.84,4.06,3.62
138,2,오후 4:41:40.8,1.58,24.68,4.48,3.54
139,3,오후 4:42:06.4,2.1,25.05,4.34,3.91
140,3,오후 4:42:11.4,2.43,22.64,3.67,3.05
141,3,오후 4:42:16.4,2.11,22.69,4.08,3.75
142,3,오후 4:42:21.4,1.8,22.97,3.1,4.04
143,3,오후 4:42:26.4,2.37,24.84,3.84,3.86
144,3,오후 4:42:31.4,2.06,25.04,3.73,4.99
145,3,오후 4:42:36.4,2.99,26.49,3.25,3.36
146,3,오후 4:42:41.4,1.84,25.03,3.33,3.05
147,3,오후 4:42:46.4,2.44,23.51,3.24,3.27
148,3,오후 4:42:51.4,2.77,21.91,3.86,3.75
149,3,오후 4:42:56.4,2.53,26.08,4.19,3.03
150,3,오후 4:43:01.4,2.62,24.54,3.23,3.44
151,3,오후 4:43:06.5,1.71,23.04,3.83,3.99
152,3,오후 4:43:11.5,2.4,25.84,3.46,4.23
153,3,오후 4:43:16.5,2.65,25.22,3.74,4.6
154,3,오후 4:43:21.5,1.88,24.44,3.97,4.99
155,3,오후 4:43:26.5,2.5,23.43,3.99,4.8
156,3,오후 4:43:31.5,2.41,26.08,3.08,3.99
157,3,오후 4:43:36.5,2.02,23.34,3.3,4.62
158,3,오후 4:43:41.5,2.13,22.13,3.61,4.89
159,3,오후 4:43:46.5,2.87,27.99,4.35,3.68
160,3,오후 4:43:51.5,2.58,25.57,4.17,4.95
161,3,오후 4:43:56.5,2.69,23.08,3.2,3.06
162,3,오후 4:44:01.5,1.62,24.21,3.64,4.08
163,3,오후 4:44:06.5,2.34,27.63,3.37,3.76
