Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:23:48.0,2.92,23.93,4.45,4.34
2,1,오후 4:23:53.0,4.12,22.25,4.3,3.5
3,1,오후 4:23:58.0,1.66,23.31,4.17,3.34
4,1,오후 4:24:03.0,2.8,25.19,3.74,3.02
5,1,오후 4:24:08.0,2.26,27.05,3.81,4.31
6,1,오후 4:24:13.0,2.56,24.6,3.57,4.63
7,1,오후 4:24:18.0,4.12,22.25,4.3,3.5
8,1,오후 4:24:23.0,1.96,27.12,3.88,3.27
9,1,오후 4:24:28.0,2.41,22.72,3.89,3.95
10,1,오후 4:24:33.0,1.87,25.79,3.84,3.18
11,1,오후 4:24:38.0,1.53,25.01,3.56,3.61
12,1,오후 4:24:43.0,1.87,23.93,4.16,4.2
13,1,오후 4:24:48.0,1.77,23.65,3.09,3.4
14,1,오후 4:24:53.0,2.44,24.62,4.37,4.53
15,1,오후 4:24:58.0,2.02,22.21,3.25,4.37
16,1,오후 4:25:03.0,2.17,22.92,3.52,3.87
17,1,오후 4:25:08.0,2.55,22.94,3.43,3.87
18,1,오후 4:25:13.0,2.68,24.09,4.15,4.23
19,1,오후 4:25:18.0,2.08,24.52,4.36,4.51
20,1,오후 4:25:23.1,2.74,24.14,3.92,4.56
21,1,오후 4:25:28.1,2.54,24.36,3.47,4.93
22,1,오후 4:25:33.1,2.61,27.68,4.18,4.26
23,1,오후 4:25:38.1,2.08,24.27,3.03,4.89
24,1,오후 4:25:43.1,2.59,24.92,4.16,3.47
25,1,오후 4:25:48.1,1.61,27.63,3.27,4.73
26,1,오후 4:25:53.1,1.99,24.66,3.1,4.83
27,1,오후 4:25:58.1,2.09,26.96,4.17,3.87
28,1,오후 4:26:03.1,1.51,27.9,4.37,3.33
29,1,오후 4:26:08.1,2.16,21.55,4.02,3.1
30,1,오후 4:26:13.1,2.51,26.37,3.32,3.95
31,1,오후 4:26:18.1,2.88,22.21,3.85,3.98
32,1,오후 4:26:23.1,1.65,21.52,3.74,4.5
33,1,오후 4:26:28.1,2.6,26.66,3.52,3.09
34,1,오후 4:26:33.1,2.18,24.02,3.23,3.67
35,1,오후 4:26:38.1,2.96,24.84,3.26,3.49
36,1,오후 4:26:43.1,2.67,27.23,4.09,3.69
37,1,오후 4:26:48.1,2.62,25.38,3.56,4.29
38,1,오후 4:26:53.1,1.77,21.93,3.2,4.74
39,1,오후 4:26:58.2,2.64,22.6,4.44,3.57
40,1,오후 4:27:03.2,1.97,24.34,3.78,4.6
41,1,오후 4:27:08.2,2.54,27.31,3.45,4.65
42,1,오후 4:27:13.2,2.54,25.74,3.01,3.95
43,1,오후 4:27:18.2,2.66,25.15,3.3,4.47
44,1,오후 4:27:23.2,2.34,22.63,4.05,4.08
45,1,오후 4:27:28.2,1.57,24.06,4.2,4.91
46,1,오후 4:27:33.2,2.31,22.98,4.47,4.69
47,1,오후 4:27:38.2,1.53,25.44,3.61,4.94
48,1,오후 4:27:43.2,2.88,26.85,3.17,3.63
49,1,오후 4:27:48.2,1.53,24.88,3.1,3.88
