Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:25:53.0,2.41,24.94,3.8,3.41
2,1,오후 4:25:58.0,2.87,23.14,3.28,4.65
3,1,오후 4:26:03.0,2.88,25.0,4.34,3.95
4,1,오후 4:26:08.0,2.22,24.32,3.55,4.59
5,1,오후 4:26:13.0,2.97,26.45,4.06,4.32
6,1,오후 4:26:18.0,2.45,27.58,3.04,3.58
7,1,오후 4:26:23.0,2.01,27.38,3.63,4.1
8,1,오후 4:26:28.0,2.74,22.82,4.26,4.8
9,1,오후 4:26:33.0,2.04,25.49,2.35,4.6
10,1,오후 4:26:38.0,1.66,26.02,3.55,4.57
11,1,오후 4:26:43.0,1.62,22.32,3.97,3.82
12,1,오후 4:26:48.0,1.83,22.09,4.28,4.07
13,1,오후 4:26:53.0,2.18,22.14,3.86,3.78
14,1,오후 4:26:58.0,1.59,25.83,3.42,3.93
15,1,오후 4:27:03.0,2.84,22.09,4.44,3.9
16,1,오후 4:27:08.0,1.71,27.13,3.14,4.41
17,1,오후 4:27:13.0,2.21,24.82,4.02,3.65
18,1,오후 4:27:18.0,1.61,21.79,3.84,4.64
19,1,오후 4:27:23.0,2.46,21.27,4.2,3.9
20,1,오후 4:27:28.1,1.91,22.4,3.3,3.6
21,1,오후 4:27:33.1,1.85,25.27,3.36,3.8
22,1,오후 4:27:38.1,2.74,26.0,4.16,4.99
23,1,오후 4:27:43.1,1.92,24.64,3.19,3.5
24,1,오후 4:27:48.1,2.16,24.15,3.34,4.9
25,1,오후 4:27:53.1,1.57,27.39,3.94,4.2
26,1,오후 4:27:58.1,2.01,26.06,4.1,4.91
27,1,오후 4:28:03.1,2.03,23.96,4.36,4.16
28,1,오후 4:28:08.1,2.9,25.09,3.9,4.17
29,1,오후 4:28:13.1,2.43,22.88,4.39,3.68
30,1,오후 4:28:18.1,2.81,24.18,3.81,4.55
31,1,오후 4:28:23.1,2.14,24.96,4.14,3.35
32,1,오후 4:28:28.1,2.37,22.05,3.01,4.78
33,1,오후 4:28:33.1,2.04,26.53,3.59,3.06
34,1,오후 4:28:38.1,2.94,25.21,3.5,4.13
35,1,오후 4:28:43.1,2.99,21.24,3.13,3.4
36,1,오후 4:28:48.1,2.07,27.92,4.38,4.54
37,1,오후 4:28:53.1,2.26,27.98,3.77,3.77
38,1,오후 4:28:58.2,2.36,24.85,3.01,3.49
39,1,오후 4:29:03.2,1.94,26.29,4.25,4.74
40,1,오후 4:29:08.2,2.45,23.24,3.95,3.01
41,1,오후 4:29:13.2,2.63,22.41,4.49,3.96
42,1,오후 4:29:18.2,1.78,23.4,4.06,4.37
43,1,오후 4:29:23.2,2.96,25.6,4.08,3.11
44,1,오후 4:29:28.2,2.51,26.86,4.35,3.98
45,1,오후 4:29:33.2,2.1,24.95,3.39,3.26
46,1,오후 4:29:38.2,1.55,26.58,4.11,4.17
47,1,오후 4:29:43.2,2.73,25.58,3.77,4.79
48,1,오후 4:29:48.2,2.56,23.0,4.2,3.13
49,1,오후 4:29:53.2,2.85,21.01,3.1,3.26
50,1,오후 4:29:58.2,2.47,26.68,3.48,4.64
51,1,오후 4:30:03.2,1.83,23.79,3.4,4.09
52,1,오후 4:30:08.2,2.22,26.78,3.81,4.84
53,1,오후 4:30:13.2,2.51,25.41,4.0,3.63
