Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:25:06.0,2.14,26.18,3.02,3.69
2,1,오후 4:25:11.0,2.73,25.58,3.28,4.1
3,1,오후 4:25:16.0,2.18,23.56,3.6,3.3
4,1,오후 4:25:21.0,1.99,23.28,4.21,3.49
5,1,오후 4:25:26.0,2.32,23.4,3.18,4.58
6,1,오후 4:25:31.0,2.87,22.4,4.46,3.59
7,1,오후 4:25:36.0,2.19,26.55,3.83,4.52
8,1,오후 4:25:41.0,1.91,27.6,3.4,3.16
9,1,오후 4:25:46.0,2.02,23.05,4.44,3.98
10,1,오후 4:25:51.0,2.58,25.99,3.72,4.41
11,1,오후 4:25:56.0,2.88,27.53,3.18,4.39
12,1,오후 4:26:01.0,1.99,21.12,3.04,3.62
13,1,오후 4:26:06.0,2.65,26.67,4.04,4.45
14,1,오후 4:26:11.0,1.92,26.99,4.06,4.62
15,1,오후 4:26:16.0,2.34,23.17,3.34,3.7
16,1,오후 4:26:21.0,2.25,22.39,3.96,4.07
17,1,오후 4:26:26.0,2.61,24.11,3.12,4.54
18,1,오후 4:26:31.0,2.58,21.09,3.03,4.95
19,1,오후 4:26:36.0,2.06,26.74,4.24,3.05
20,1,오후 4:26:41.0,2.12,26.92,4.44,4.8
21,1,오후 4:26:46.0,2.09,24.66,3.42,4.87
22,1,오후 4:26:51.0,2.3,25.18,3.34,3.63
23,1,오후 4:26:56.1,2.63,23.15,3.36,3.39
24,1,오후 4:27:01.1,2.36,24.03,3.12,3.53
25,1,오후 4:27:06.1,2.5,21.68,3.83,4.74
26,1,오후 4:27:11.1,1.52,25.28,4.39,3.04
27,1,오후 4:27:16.1,2.54,26.37,3.43,3.77
28,1,오후 4:27:21.1,2.84,25.89,3.87,4.84
29,1,오후 4:27:26.1,1.64,22.56,4.32,3.32
30,1,오후 4:27:31.1,2.74,27.78,3.77,4.71
31,1,오후 4:27:36.1,2.86,26.58,4.33,3.53
32,1,오후 4:27:41.1,2.22,27.0,3.92,4.5
33,1,오후 4:27:46.1,1.99,22.49,3.13,4.73
34,1,오후 4:27:51.1,2.38,24.57,4.31,4.46
35,1,오후 4:27:56.1,1.9,21.4,4.11,3.72
36,1,오후 4:28:01.1,2.25,23.86,4.22,4.37
37,1,오후 4:28:06.1,2.17,27.42,4.02,4.13
38,1,오후 4:28:11.1,1.77,24.36,3.79,3.62
39,1,오후 4:28:16.1,2.36,25.24,3.54,3.91
40,1,오후 4:28:21.1,2.06,24.16,3.6,4.5
41,1,오후 4:28:26.1,2.63,24.39,4.47,3.02
42,1,오후 4:28:31.1,2.58,26.09,4.21,4.41
43,1,오후 4:28:36.2,2.37,22.75,4.47,4.42
44,1,오후 4:28:41.2,1.58,23.48,4.47,4.99
45,1,오후 4:28:46.2,1.57,24.81,3.69,4.19
46,1,오후 4:28:51.2,2.22,23.62,3.96,3.22
47,1,오후 4:28:56.2,2.49,26.87,3.19,3.85
48,1,오후 4:29:01.2,2.21,24.22,4.23,4.22
49,1,오후 4:29:06.2,1.8,21.15,3.62,3.58
50,1,오후 4:29:11.2,2.61,23.77,3.46,4.65
51,1,오후 4:29:16.2,2.58,25.16,3.22,4.05
52,1,오후 4:29:21.2,2.72,21.63,3.41,3.57
53,1,오후 4:29:26.2,2.68,26.27,3.92,4.13
54,1,오후 4:29:31.2,2.37,25.39,3.01,4.88
55,1,오후 4:29:36.2,1.7,23.43,4.05,4.19
56,1,오후 4:29:41.2,1.52,22.06,3.82,3.74
57,1,오후 4:29:46.2,2.05,25.66,4.33,4.04
58,1,오후 4:29:51.2,2.61,24.13,3.15,4.62
59,1,오후 4:29:56.2,2.35,23.58,3.71,3.9
60,1,오후 4:30:01.2,2.5,21.46,3.48,4.73
61,1,오후 4:30:06.2,1.63,23.44,4.43,3.16
62,1,오후 4:30:11.2,2.95,22.68,3.07,4.42
63,1,오후 4:30:16.2,2.17,22.04,3.93,4.75
64,1,오후 4:30:21.3,2.44,25.09,3.42,4.83
65,1,오후 4:30:26.3,2.14,22.42,3.33,4.36
66,1,오후 4:30:31.3,2.77,21.91,3.12,3.17
67,1,오후 4:30:36.3,1.75,23.59,4.3,3.02
68,1,오후 4:30:41.3,2.44,24.07,3.92,4.81
69,1,오후 4:30:46.3,1.7,25.04,3.24,4.24
70,2,오후 4:31:13.2,2.75,25.81,3.8,4.59
71,2,오후 4:31:18.2,1.62,26.21,3.7,3.73
72,2,오후 4:31:23.2,2.27,24.44,4.38,3.78
73,2,오후 4:31:28.2,1.8,24.34,4.39,4.79
74,2,오후 4:31:33.2,2.31,22.0,3.96,3.89
75,2,오후 4:31:38.2,2.59,23.98,3.07,4.09
76,2,오후 4:31:43.2,2.06,26.76,3.34,4.01
77,2,오후 4:31:48.2,2.32,24.42,4.39,3.02
78,2,오후 4:31:53.2,2.81,24.49,3.09,4.9
79,2,오후 4:31:58.2,2.57,23.45,4.09,3.14
80,2,오후 4:32:03.2,2.64,24.38,3.02,4.42
81,2,오후 4:32:08.2,2.36,25.1,3.79,3.77
82,2,오후 4:32:13.2,1.64,22.99,3.45,3.29
83,2,오후 4:32:18.2,2.41,22.92,3.5,4.87
84,2,오후 4:32:23.3,2.87,26.91,4.45,4.2
85,2,오후 4:32:28.3,2.55,22.13,3.05,3.38
86,2,오후 4:32:33.3,2.65,23.23,3.62,3.72
87,2,오후 4:32:38.3,2.72,23.76,4.12,4.63
88,2,오후 4:32:43.3,1.76,26.91,3.39,3.17
89,2,오후 4:32:48.3,2.58,24.86,4.36,4.46
90,2,오후 4:32:53.3,2.48,26.04,4.03,4.04
91,2,오후 4:32:58.3,2.46,23.66,3.71,3.65
92,2,오후 4:33:03.3,2.04,25.15,3.28,4.44
93,2,오후 4:33:08.3,2.52,25.37,4.27,4.85
94,2,오후 4:33:13.3,2.81,21.51,3.64,4.53
95,2,오후 4:33:18.3,1.64,25.97,4.29,3.22
96,2,오후 4:33:23.3,2.22,26.73,3.98,3.11
97,2,오후 4:33:28.3,2.52,25.28,4.49,4.0
98,2,오후 4:33:33.3,2.32,25.84,3.05,4.46
99,2,오후 4:33:38.3,1.94,25.75,3.89,3.24
100,2,오후 4:33:43.3,1.82,21.64,3.91,3.52
101,2,오후 4:33:48.3,2.93,21.05,3.89,4.51
102,2,오후 4:33:53.3,1.78,26.07,3.99,4.78
103,2,오후 4:33:58.3,2.75,25.84,4.35,4.65
104,2,오후 4:34:03.3,1.64,22.84,4.28,3.36
105,2,오후 4:34:08.3,1.68,21.65,3.13,4.72
106,2,오후 4:34:13.4,1.94,24.95,4.33,4.17
107,2,오후 4:34:18.4,1.59,22.03,4.3,4.43
108,2,오후 4:34:23.4,1.56,23.11,4.16,3.04
109,2,오후 4:34:28.4,1.87,24.75,3.15,3.35
110,2,오후 4:34:33.4,4.23,23.91,4.07,4.85
111,2,오후 4:34:38.4,2.11,26.83,3.7,4.7
112,2,오후 4:34:43.4,1.84,21.79,4.19,4.01
113,2,오후 4:34:48.4,1.75,23.1,3.82,3.23
114,2,오후 4:34:53.4,2.61,23.99,3.41,3.26
115,2,오후 4:34:58.4,2.16,24.37,4.2,4.82
116,2,오후 4:35:03.4,2.29,26.17,3.22,3.49
117,2,오후 4:35:08.4,1.77,26.0,4.01,3.93
118,2,오후 4:35:13.4,2.92,22.77,3.48,3.34
119,2,오후 4:35:18.4,1.9,23.38,3.41,3.91
120,2,오후 4:35:23.4,2.94,22.6,4.46,4.47
121,2,오후 4:35:28.4,1.92,25.05,3.44,3.6
122,2,오후 4:35:33.5,2.32,27.09,3.75,4.01
123,2,오후 4:35:38.5,2.83,26.74,3.08,3.2
124,2,오후 4:35:43.5,1.59,24.39,3.27,4.92
125,2,오후 4:35:48.5,1.69,27.72,3.43,3.15
126,2,오후 4:35:53.5,1.97,23.31,3.73,3.86
127,2,오후 4:35:58.5,2.69,23.57,3.94,3.47
128,2,오후 4:36:03.5,2.1,22.0,3.8,4.09
129,2,오후 4:36:08.5,1.96,23.86,3.99,3.16
130,2,오후 4:36:13.5,2.46,21.26,3.19,3.58
131,2,오후 4:36:18.5,1.65,23.98,4.06,3.39
132,2,오후 4:36:23.5,2.21,24.36,3.89,3.7
133,2,오후 4:36:28.5,2.33,22.84,4.25,4.68
134,2,오후 4:36:33.5,2.75,25.48,3.32,3.02
135,2,오후 4:36:38.5,1.96,22.39,3.76,4.44
136,2,오후 4:36:43.5,2.94,26.01,3.94,3.59
137,2,오후 4:36:48.5,1.57,21.46,3.33,3.08
138,2,오후 4:36:53.5,1.93,24.23,3.17,3.78
139,3,오후 4:37:20.3,2.43,21.02,3.1,4.61
140,3,오후 4:37:25.3,1.77,26.0,3.98,2.47
141,3,오후 4:37:30.3,1.58,22.94,4.25,3.05
142,3,오후 4:37:35.3,1.6,23.54,3.11,4.46
143,3,오후 4:37:40.3,2.1,27.9,3.38,3.05
144,3,오후 4:37:45.3,3.31,23.55,3.09,3.54
145,3,오후 4:37:50.3,1.58,21.04,4.42,3.54
146,3,오후 4:37:55.3,1.56,24.3,3.69,4.63
147,3,오후 4:38:00.3,2.98,23.29,4.0,4.29
148,3,오후 4:38:05.3,3.81,24.23,4.21,2.08
149,3,오후 4:38:10.3,1.72,21.95,3.4,4.89
150,3,오후 4:38:15.3,2.6,22.29,3.09,4.39
151,3,오후 4:38:20.3,1.6,22.02,3.69,4.71
152,3,오후 4:38:25.3,2.49,25.43,3.58,3.04
153,3,오후 4:38:30.3,2.58,25.02,3.38,4.89
154,3,오후 4:38:35.3,2.7,24.55,4.31,4.05
155,3,오후 4:38:40.3,2.58,25.68,4.28,3.83
156,3,오후 4:38:45.3,5.23,25.98,2.22,4.85
157,3,오후 4:38:50.3,1.62,25.05,3.29,3.52
158,3,오후 4:38:55.3,1.93,27.57,3.94,4.46
159,3,오후 4:39:00.3,2.67,25.83,4.42,3.06
160,3,오후 4:39:05.3,1.8,22.1,3.31,3.95
161,3,오후 4:39:10.4,2.83,25.73,3.47,4.42
162,3,오후 4:39:15.4,2.85,26.64,3.67,4.27
163,3,오후 4:39:20.4,1.9,26.72,4.05,3.46
164,3,오후 4:39:25.4,3.45,23.09,3.56,4.72
165,3,오후 4:39:30.4,2.64,24.34,4.41,3.91
166,3,오후 4:39:35.4,2.67,22.16,4.13,3.46
167,3,오후 4:39:40.4,2.56,27.88,3.59,3.09
168,3,오후 4:39:45.4,2.56,26.23,3.34,3.12
169,3,오후 4:39:50.4,2.02,25.28,4.48,3.45
170,3,오후 4:39:55.4,2.78,23.03,3.99,3.21
171,3,오후 4:40:00.4,2.95,27.24,4.21,4.81
