Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:29:33.0,2.96,24.49,3.38,3.82
2,1,오후 4:29:38.0,2.3,26.5,3.89,4.69
3,1,오후 4:29:43.0,1.53,22.2,3.2,4.74
4,1,오후 4:29:48.0,2.21,23.87,4.04,4.51
5,1,오후 4:29:53.0,2.84,27.01,3.75,4.22
6,1,오후 4:29:58.0,2.61,21.74,4.01,3.48
7,1,오후 4:30:03.0,2.81,25.2,3.37,3.54
8,1,오후 4:30:08.0,1.77,27.28,4.24,4.76
9,1,오후 4:30:13.0,2.69,26.76,3.95,4.42
10,1,오후 4:30:18.0,1.95,25.53,3.82,3.6
11,1,오후 4:30:23.0,2.01,25.28,4.1,4.76
12,1,오후 4:30:28.0,1.79,27.29,3.49,4.76
13,1,오후 4:30:33.0,2.77,25.42,4.29,3.36
14,1,오후 4:30:38.0,2.83,23.17,3.63,4.18
15,1,오후 4:30:43.0,2.62,27.3,3.1,4.2
16,1,오후 4:30:48.0,1.6,27.49,4.28,4.24
17,1,오후 4:30:53.0,2.82,27.8,4.32,4.93
18,1,오후 4:30:58.0,3.44,26.0,3.21,1.78
19,1,오후 4:31:03.1,2.77,22.51,3.51,4.05
20,1,오후 4:31:08.1,2.13,22.38,3.55,4.99
21,1,오후 4:31:13.1,1.75,24.01,4.27,4.44
22,1,오후 4:31:18.1,1.53,27.33,4.49,4.08
23,1,오후 4:31:23.1,2.49,23.95,3.04,3.96
24,1,오후 4:31:28.1,2.29,27.54,4.36,4.74
25,1,오후 4:31:33.1,1.52,24.29,4.44,3.94
26,1,오후 4:31:38.1,2.56,24.13,3.64,3.13
27,1,오후 4:31:43.1,2.49,21.94,4.01,4.32
28,1,오후 4:31:48.1,2.42,27.1,3.93,3.43
29,1,오후 4:31:53.1,2.44,26.14,3.04,4.92
30,1,오후 4:31:58.1,2.84,23.03,4.47,3.65
31,1,오후 4:32:03.1,2.6,23.19,3.37,3.27
32,1,오후 4:32:08.1,2.54,22.44,3.17,3.2
33,1,오후 4:32:13.1,5.48,25.35,3.84,4.07
34,1,오후 4:32:18.1,2.0,26.8,3.19,4.01
35,1,오후 4:32:23.1,2.13,25.7,3.52,4.28
36,1,오후 4:32:28.1,3.28,22.44,3.14,1.17
37,1,오후 4:32:33.1,2.44,22.71,4.08,3.42
38,1,오후 4:32:38.1,1.95,24.97,3.29,3.24
39,1,오후 4:32:43.1,2.34,27.55,3.26,4.7
40,1,오후 4:32:48.1,2.26,25.06,3.51,3.52
41,1,오후 4:32:53.1,2.56,23.67,4.48,4.01
42,1,오후 4:32:58.1,2.58,26.18,4.08,4.8
43,1,오후 4:33:03.1,2.0,23.37,4.45,3.02
44,1,오후 4:33:08.1,1.84,23.25,4.2,3.53
45,1,오후 4:33:13.2,2.31,21.55,4.03,4.99
46,1,오후 4:33:18.2,2.77,23.54,4.19,3.94
47,1,오후 4:33:23.2,2.8,21.93,3.35,4.18
48,1,오후 4:33:28.2,2.47,22.55,3.82,4.38
49,1,오후 4:33:33.2,2.62,25.54,3.92,4.94
50,1,오후 4:33:38.2,2.19,21.67,4.2,3.26
51,1,오후 4:33:43.2,2.2,21.87,3.4,4.21
52,1,오후 4:33:48.2,2.57,26.6,3.67,4.1
53,1,오후 4:33:53.2,2.23,25.91,4.24,3.84
54,1,오후 4:33:58.2,1.62,21.02,3.11,3.77
55,1,오후 4:34:03.2,1.89,24.1,3.06,4.01
56,1,오후 4:34:08.2,2.4,25.78,4.05,3.09
57,1,오후 4:34:13.2,2.17,21.16,3.37,3.59
58,1,오후 4:34:18.2,2.22,24.41,4.24,4.41
59,1,오후 4:34:23.2,2.36,26.19,4.24,4.08
60,1,오후 4:34:28.2,2.55,25.22,3.23,3.83
61,1,오후 4:34:33.2,2.21,23.27,3.59,3.84
62,1,오후 4:34:38.2,2.44,26.06,3.54,4.65
63,1,오후 4:34:43.2,2.3,27.43,4.35,3.95
64,1,오후 4:34:48.3,1.96,22.33,3.53,3.41
65,1,오후 4:34:53.3,2.16,22.22,3.98,3.4
66,1,오후 4:34:58.3,1.7,26.2,3.65,4.27
67,1,오후 4:35:03.3,2.73,22.09,4.28,3.83
68,1,오후 4:35:08.3,2.63,21.76,3.96,3.2
69,1,오후 4:35:13.3,2.31,24.79,3.01,4.52
70,2,오후 4:35:39.6,2.68,21.01,3.12,4.91
71,2,오후 4:35:44.6,2.81,25.24,3.52,3.45
72,2,오후 4:35:49.6,2.98,22.14,3.07,3.99
73,2,오후 4:35:54.6,1.74,26.47,3.59,4.26
74,2,오후 4:35:59.6,2.52,25.73,3.2,4.87
75,2,오후 4:36:04.6,1.69,27.02,3.84,4.81
76,2,오후 4:36:09.6,2.76,23.96,3.02,3.9
77,2,오후 4:36:14.6,1.9,21.68,4.28,3.66
78,2,오후 4:36:19.6,1.83,25.99,3.92,3.45
79,2,오후 4:36:24.6,2.88,24.28,3.4,3.71
80,2,오후 4:36:29.6,1.74,22.6,3.7,3.83
81,2,오후 4:36:34.6,2.45,27.16,3.99,3.8
82,2,오후 4:36:39.6,2.31,25.79,3.11,3.84
83,2,오후 4:36:44.7,2.7,22.95,4.29,3.63
84,2,오후 4:36:49.7,2.14,23.12,3.93,4.67
85,2,오후 4:36:54.7,1.62,25.59,4.14,3.83
86,2,오후 4:36:59.7,4.0,22.33,3.24,1.77
87,2,오후 4:37:04.7,2.92,25.86,3.78,3.59
88,2,오후 4:37:09.7,1.51,25.04,3.47,3.23
89,2,오후 4:37:14.7,2.32,25.2,3.32,4.67
90,2,오후 4:37:19.7,2.43,24.51,3.52,4.73
91,2,오후 4:37:24.7,1.74,25.05,3.92,4.5
92,2,오후 4:37:29.7,1.97,22.06,3.38,4.35
93,2,오후 4:37:34.7,2.51,26.31,3.91,4.75
94,2,오후 4:37:39.7,1.56,22.39,3.29,3.72
95,2,오후 4:37:44.7,1.82,27.39,3.31,3.45
96,2,오후 4:37:49.7,2.62,27.75,3.52,3.12
