Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:21:52.0,1.55,21.39,3.58,3.36
2,1,오후 4:21:57.0,1.79,25.69,3.86,3.8
3,1,오후 4:22:02.0,2.75,22.44,4.27,4.77
4,1,오후 4:22:07.0,2.19,27.46,4.22,4.35
5,1,오후 4:22:12.0,2.06,24.86,3.34,4.37
6,1,오후 4:22:17.0,1.64,27.58,4.04,3.88
7,1,오후 4:22:22.0,2.55,26.55,3.65,3.42
8,1,오후 4:22:27.0,2.9,22.14,3.19,4.89
9,1,오후 4:22:32.0,1.57,26.95,3.37,3.2
10,1,오후 4:22:37.0,1.62,24.81,3.56,4.08
11,1,오후 4:22:42.0,2.93,24.18,4.07,4.61
12,1,오후 4:22:47.0,2.53,24.24,4.03,4.23
13,1,오후 4:22:52.0,1.53,23.52,3.39,4.27
14,1,오후 4:22:57.0,2.4,21.93,4.48,4.45
15,1,오후 4:23:02.0,1.76,24.88,3.41,3.48
16,1,오후 4:23:07.0,2.41,22.18,3.04,4.92
17,1,오후 4:23:12.0,2.46,21.82,4.04,4.19
18,1,오후 4:23:17.0,1.69,26.86,3.81,3.53
19,1,오후 4:23:22.0,1.54,21.47,3.6,3.92
20,1,오후 4:23:27.1,1.68,25.74,3.72,4.38
21,1,오후 4:23:32.1,2.91,22.38,4.32,3.4
22,1,오후 4:23:37.1,2.76,25.87,3.1,3.7
23,1,오후 4:23:42.1,2.45,24.09,3.12,4.27
24,1,오후 4:23:47.1,2.39,26.52,3.34,3.82
25,1,오후 4:23:52.1,2.46,22.72,4.14,4.79
26,1,오후 4:23:57.1,2.29,21.99,3.64,3.54
27,1,오후 4:24:02.1,2.8,26.06,3.11,3.96
28,1,오후 4:24:07.1,2.17,24.13,4.47,3.12
29,1,오후 4:24:12.1,2.75,21.03,4.07,3.49
30,1,오후 4:24:17.1,1.55,27.63,3.03,3.39
31,1,오후 4:24:22.1,1.69,25.79,3.27,4.63
32,1,오후 4:24:27.1,2.49,22.66,3.51,4.69
33,1,오후 4:24:32.1,1.79,23.52,3.12,4.9
34,1,오후 4:24:37.1,2.52,23.65,3.99,3.9
35,1,오후 4:24:42.1,2.52,24.82,3.22,3.95
36,1,오후 4:24:47.1,2.31,25.12,3.5,3.39
37,1,오후 4:24:52.1,2.62,27.11,4.04,3.24
38,1,오후 4:24:57.1,2.74,23.19,3.39,3.6
39,1,오후 4:25:02.1,1.58,24.56,3.01,3.68
40,1,오후 4:25:07.1,2.55,26.16,3.33,4.87
41,1,오후 4:25:12.1,2.77,27.21,3.53,4.35
42,1,오후 4:25:17.2,2.8,24.64,3.09,4.61
43,1,오후 4:25:22.2,2.97,22.8,3.8,4.79
44,1,오후 4:25:27.2,2.34,24.65,4.32,3.03
45,1,오후 4:25:32.2,2.39,21.02,4.1,3.37
46,1,오후 4:25:37.2,2.31,25.73,3.39,4.41
47,1,오후 4:25:42.2,2.19,27.76,4.21,3.9
48,1,오후 4:25:47.2,2.48,27.05,3.03,4.64
49,1,오후 4:25:52.2,1.95,25.86,4.13,4.64
50,1,오후 4:25:57.2,2.15,26.36,3.4,4.97
51,1,오후 4:26:02.2,2.49,27.13,3.27,3.72
52,1,오후 4:26:07.2,2.01,25.14,4.12,4.67
53,1,오후 4:26:12.2,2.25,24.49,4.34,4.76
54,1,오후 4:26:17.2,2.38,25.22,3.88,4.08
55,1,오후 4:26:22.2,2.09,25.5,4.05,3.72
