Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:23:02.0,2.72,27.45,3.89,4.45
2,1,오후 4:23:07.0,2.46,27.01,3.8,3.77
3,1,오후 4:23:12.0,1.81,21.01,3.93,3.62
4,1,오후 4:23:17.0,2.49,21.72,3.4,4.53
5,1,오후 4:23:22.0,2.35,27.72,3.1,3.45
6,1,오후 4:23:27.0,2.32,25.54,3.11,4.1
7,1,오후 4:23:32.0,1.77,26.77,4.27,4.34
8,1,오후 4:23:37.0,2.06,23.83,3.1,4.17
9,1,오후 4:23:42.0,1.61,24.0,4.35,3.73
10,1,오후 4:23:47.0,2.26,24.0,3.19,3.65
11,1,오후 4:23:52.0,2.67,26.62,3.08,3.42
12,1,오후 4:23:57.0,2.62,21.55,3.75,3.61
13,1,오후 4:24:02.0,3.92,22.33,3.34,3.2
14,1,오후 4:24:07.0,1.57,25.32,3.85,4.54
15,1,오후 4:24:12.0,2.41,23.7,4.41,4.14
16,1,오후 4:24:17.0,1.8,27.42,4.28,3.56
17,1,오후 4:24:22.0,1.65,24.22,3.68,4.98
18,1,오후 4:24:27.0,2.34,24.26,3.43,3.59
19,1,오후 4:24:32.0,2.76,27.41,4.17,4.84
20,1,오후 4:24:37.0,2.09,22.15,3.97,4.89
21,1,오후 4:24:42.0,2.8,25.66,4.34,4.11
22,1,오후 4:24:47.0,2.37,27.42,3.47,3.57
23,1,오후 4:24:52.0,2.36,25.56,3.16,3.06
24,1,오후 4:24:57.1,2.83,25.42,4.21,4.53
25,1,오후 4:25:02.1,2.36,26.61,4.46,3.88
26,1,오후 4:25:07.1,1.58,21.07,4.33,4.07
27,1,오후 4:25:12.1,2.24,22.72,3.31,3.3
28,1,오후 4:25:17.1,2.62,24.58,4.13,4.12
29,1,오후 4:25:22.1,1.96,26.87,3.22,4.2
30,1,오후 4:25:27.1,2.47,26.8,3.74,3.27
31,1,오후 4:25:32.1,1.72,22.12,3.89,4.12
32,1,오후 4:25:37.1,2.13,26.12,4.19,3.85
33,1,오후 4:25:42.1,2.2,24.65,3.62,3.03
