Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:25:00.0,2.31,22.5,4.21,3.72
2,1,오후 4:25:05.0,2.34,25.53,3.87,3.66
3,1,오후 4:25:10.0,2.54,25.75,3.58,3.61
4,1,오후 4:25:15.0,2.08,25.1,3.04,4.15
5,1,오후 4:25:20.0,1.95,25.73,3.17,4.61
6,1,오후 4:25:25.0,1.68,21.65,4.01,3.8
7,1,오후 4:25:30.0,1.69,24.91,4.2,3.98
8,1,오후 4:25:35.0,2.07,25.97,3.69,3.99
9,1,오후 4:25:40.0,2.03,24.89,3.89,3.4
10,1,오후 4:25:45.0,2.81,27.81,3.86,3.55
11,1,오후 4:25:50.0,2.65,25.37,4.44,4.41
12,1,오후 4:25:55.0,1.67,21.35,3.96,3.49
13,1,오후 4:26:00.0,1.64,23.27,4.07,3.27
14,1,오후 4:26:05.0,2.47,21.77,3.91,3.48
15,1,오후 4:26:10.0,1.77,23.33,3.19,4.12
16,1,오후 4:26:15.0,2.35,21.81,3.13,3.02
17,1,오후 4:26:20.0,2.4,26.17,4.16,3.01
18,1,오후 4:26:25.0,1.92,23.24,3.3,3.92
19,1,오후 4:26:30.0,2.23,26.28,4.12,3.64
20,1,오후 4:26:35.0,1.99,24.78,3.24,4.71
21,1,오후 4:26:40.0,2.26,26.06,3.59,3.67
22,1,오후 4:26:45.0,2.49,24.71,4.04,4.46
23,1,오후 4:26:50.0,1.89,23.51,3.01,3.22
24,1,오후 4:26:55.1,1.64,23.55,3.43,4.39
25,1,오후 4:27:00.1,1.58,27.18,3.45,4.53
26,1,오후 4:27:05.1,2.72,27.7,3.17,4.68
27,1,오후 4:27:10.1,2.16,24.24,4.01,4.38
28,1,오후 4:27:15.1,2.96,27.33,3.37,4.49
29,1,오후 4:27:20.1,2.5,26.51,3.64,3.29
30,1,오후 4:27:25.1,2.9,21.06,4.23,4.63
31,1,오후 4:27:30.1,2.46,26.85,3.72,4.2
32,1,오후 4:27:35.1,1.56,26.2,3.19,4.19
