Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:25:23.0,2.03,27.08,4.35,4.65
2,1,오후 4:25:28.0,2.27,25.75,3.49,4.72
3,1,오후 4:25:33.0,2.03,24.03,3.09,3.95
4,1,오후 4:25:38.0,1.8,25.09,4.45,3.48
5,1,오후 4:25:43.0,2.5,22.23,4.41,4.15
6,1,오후 4:25:48.0,2.97,24.91,3.21,4.72
7,1,오후 4:25:53.0,1.57,25.39,3.48,4.41
8,1,오후 4:25:58.0,2.76,24.37,3.95,3.27
9,1,오후 4:26:03.0,2.91,23.75,3.67,3.46
10,1,오후 4:26:08.0,2.79,27.9,3.23,3.24
11,1,오후 4:26:13.0,1.59,25.39,3.39,3.06
12,1,오후 4:26:18.0,1.74,23.16,3.87,4.5
13,1,오후 4:26:23.0,2.64,26.53,4.08,3.23
14,1,오후 4:26:28.0,1.51,22.69,3.2,4.19
15,1,오후 4:26:33.0,2.24,22.61,3.27,4.85
16,1,오후 4:26:38.0,2.37,26.19,3.5,3.42
17,1,오후 4:26:43.0,2.38,21.83,3.29,4.6
18,1,오후 4:26:48.0,1.64,26.35,3.89,3.68
19,1,오후 4:26:53.0,1.95,26.26,4.32,3.2
20,1,오후 4:26:58.0,2.72,23.42,3.02,4.55
21,1,오후 4:27:03.0,2.61,22.61,3.6,3.52
22,1,오후 4:27:08.1,2.16,24.59,3.53,3.97
23,1,오후 4:27:13.1,2.94,27.81,3.84,4.11
24,1,오후 4:27:18.1,2.04,24.55,3.62,3.02
25,1,오후 4:27:23.1,1.67,24.82,3.55,4.45
26,1,오후 4:27:28.1,1.94,25.98,4.01,4.7
27,1,오후 4:27:33.1,2.36,26.48,4.22,3.19
28,1,오후 4:27:38.1,1.92,25.28,4.33,3.73
29,1,오후 4:27:43.1,2.18,21.27,3.13,4.2
30,1,오후 4:27:48.1,2.27,23.78,4.09,4.13
31,1,오후 4:27:53.1,2.14,22.13,3.34,4.95
