Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:29:43.0,2.93,22.26,3.11,4.72
2,1,오후 4:29:48.0,2.56,25.1,3.75,4.71
3,1,오후 4:29:53.0,2.26,27.26,4.2,4.21
4,1,오후 4:29:58.0,1.84,24.16,3.46,3.25
5,1,오후 4:30:03.0,2.12,25.59,4.34,4.12
6,1,오후 4:30:08.0,2.62,27.19,3.37,4.41
7,1,오후 4:30:13.0,2.78,21.82,4.03,3.01
8,1,오후 4:30:18.0,2.18,23.95,4.18,4.56
9,1,오후 4:30:23.0,2.25,23.49,4.39,3.61
10,1,오후 4:30:28.0,2.16,27.26,3.33,4.42
11,1,오후 4:30:33.0,2.25,24.45,4.02,4.82
12,1,오후 4:30:38.0,2.82,22.23,3.2,3.28
13,1,오후 4:30:43.0,2.02,27.18,4.48,4.29
14,1,오후 4:30:48.0,2.6,22.28,3.83,3.51
15,1,오후 4:30:53.0,2.75,25.7,3.99,4.83
16,1,오후 4:30:58.0,2.95,22.32,4.22,3.16
17,1,오후 4:31:03.0,2.09,27.01,4.21,3.55
18,1,오후 4:31:08.0,1.75,22.91,4.05,4.38
19,1,오후 4:31:13.0,1.78,23.99,3.61,3.79
20,1,오후 4:31:18.0,2.32,25.62,4.37,3.67
21,1,오후 4:31:23.0,1.72,23.89,3.98,3.09
22,1,오후 4:31:28.1,2.49,21.84,4.05,4.29
23,1,오후 4:31:33.1,3.25,21.31,2.27,3.6
24,1,오후 4:31:38.1,2.29,24.24,3.66,3.08
25,1,오후 4:31:43.1,1.87,26.39,3.78,3.41
26,1,오후 4:31:48.1,2.2,23.65,4.24,4.36
27,1,오후 4:31:53.1,2.01,24.52,3.52,3.98
28,1,오후 4:31:58.1,3.3,26.87,4.33,4.94
29,1,오후 4:32:03.1,2.74,26.65,3.08,4.74
30,1,오후 4:32:08.1,2.47,25.39,4.31,3.99
31,1,오후 4:32:13.1,2.78,21.68,3.7,4.55
32,1,오후 4:32:18.1,1.84,25.3,4.34,4.32
33,1,오후 4:32:23.1,2.66,22.69,4.39,3.9
34,1,오후 4:32:28.1,2.52,24.13,4.26,4.16
35,1,오후 4:32:33.1,5.15,26.61,2.47,2.0
36,1,오후 4:32:38.1,2.15,24.97,3.78,4.84
37,1,오후 4:32:43.1,2.12,22.03,4.44,4.57
38,1,오후 4:32:48.1,1.67,21.15,4.38,4.84
39,1,오후 4:32:53.1,1.9,22.38,3.21,4.82
40,1,오후 4:32:58.1,1.77,21.92,3.14,4.4
41,1,오후 4:33:03.1,2.66,23.14,4.16,3.32
42,1,오후 4:33:08.2,2.18,22.56,4.31,3.21
43,1,오후 4:33:13.2,2.82,26.94,3.43,4.73
44,1,오후 4:33:18.2,2.23,26.26,3.98,4.33
45,1,오후 4:33:23.2,2.9,25.74,3.89,4.0
46,1,오후 4:33:28.2,2.66,27.71,3.61,3.64
47,1,오후 4:33:33.2,1.64,26.31,3.47,3.07
48,1,오후 4:33:38.2,2.78,25.6,4.04,3.74
49,1,오후 4:33:43.2,2.15,21.42,3.92,3.95
50,1,오후 4:33:48.2,2.67,25.14,3.57,4.29
51,1,오후 4:33:53.2,1.81,27.47,3.4,4.76
52,1,오후 4:33:58.2,2.49,26.84,3.67,4.32
53,1,오후 4:34:03.2,2.99,25.66,3.22,3.76
54,1,오후 4:34:08.2,2.52,24.92,3.02,4.86
55,1,오후 4:34:13.2,2.32,21.89,3.68,3.47
56,1,오후 4:34:18.2,2.53,27.55,4.31,3.03
57,1,오후 4:34:23.2,2.07,25.52,3.48,4.99
58,1,오후 4:34:28.2,1.75,24.25,3.59,4.73
59,1,오후 4:34:33.3,2.12,22.46,4.12,4.02
60,1,오후 4:34:38.3,2.72,23.63,3.12,4.14
61,1,오후 4:34:43.3,2.41,25.08,3.49,4.81
62,1,오후 4:34:48.3,2.88,23.45,3.97,3.5
63,1,오후 4:34:53.3,1.79,24.28,3.98,3.18
64,1,오후 4:34:58.3,1.67,24.65,3.42,3.9
65,1,오후 4:35:03.3,2.63,22.05,3.28,4.9
66,1,오후 4:35:08.3,2.03,24.16,4.43,4.84
67,1,오후 4:35:13.3,1.81,25.08,3.46,3.79
68,1,오후 4:35:18.3,2.75,27.8,3.77,4.72
69,1,오후 4:35:23.3,2.97,27.46,3.74,3.41
70,2,오후 4:35:49.2,2.66,23.84,3.35,3.24
71,2,오후 4:35:54.2,2.44,23.17,4.35,3.76
72,2,오후 4:35:59.2,2.09,26.0,3.5,4.08
73,2,오후 4:36:04.2,2.73,26.58,3.74,4.9
74,2,오후 4:36:09.2,2.79,26.85,4.19,3.53
75,2,오후 4:36:14.2,2.32,22.72,4.05,4.23
76,2,오후 4:36:19.2,2.36,21.45,4.36,4.68
77,2,오후 4:36:24.3,1.96,27.19,3.15,3.46
78,2,오후 4:36:29.3,1.92,25.93,3.94,4.88
79,2,오후 4:36:34.3,2.65,23.14,3.18,3.66
80,2,오후 4:36:39.3,2.31,26.94,3.69,3.92
81,2,오후 4:36:44.3,2.86,21.9,3.04,3.68
82,2,오후 4:36:49.3,1.84,21.66,3.94,3.91
83,2,오후 4:36:54.3,2.44,27.75,3.97,3.16
84,2,오후 4:36:59.3,1.59,23.71,3.95,4.6
85,2,오후 4:37:04.3,2.79,27.08,3.01,4.6
86,2,오후 4:37:09.3,2.49,26.26,3.4,3.51
87,2,오후 4:37:14.3,1.58,26.84,4.43,3.36
88,2,오후 4:37:19.3,1.78,22.11,3.57,3.9
89,2,오후 4:37:24.3,1.83,25.09,3.5,4.3
90,2,오후 4:37:29.3,2.78,24.71,3.53,4.28
91,2,오후 4:37:34.3,2.52,23.48,3.38,4.31
92,2,오후 4:37:39.3,2.76,21.79,4.22,4.49
93,2,오후 4:37:44.3,1.61,25.45,4.49,3.26
94,2,오후 4:37:49.3,2.96,26.06,4.14,4.38
95,2,오후 4:37:54.3,1.82,23.74,3.27,4.12
96,2,오후 4:37:59.3,2.27,26.23,4.38,3.13
97,2,오후 4:38:04.3,2.88,27.97,3.28,3.17
98,2,오후 4:38:09.4,1.89,25.11,4.18,3.79
99,2,오후 4:38:14.4,1.71,26.76,1.67,2.03
100,2,오후 4:38:19.4,1.85,26.36,3.68,3.57
101,2,오후 4:38:24.4,1.81,26.17,3.44,4.15
102,2,오후 4:38:29.4,1.59,24.37,3.35,4.08
103,2,오후 4:38:34.4,2.78,26.04,4.34,4.35
104,2,오후 4:38:39.4,2.47,23.74,3.32,3.4
105,2,오후 4:38:44.4,1.65,23.73,3.06,4.38
106,2,오후 4:38:49.4,2.42,21.42,3.36,1.54
107,2,오후 4:38:54.4,1.95,21.33,3.48,3.19
108,2,오후 4:38:59.4,2.65,22.51,3.81,4.0
109,2,오후 4:39:04.4,2.01,27.66,4.24,3.07
110,2,오후 4:39:09.4,2.16,27.68,3.08,3.51
111,2,오후 4:39:14.4,2.34,26.1,4.18,4.41
112,2,오후 4:39:19.4,2.49,21.97,3.08,4.1
113,2,오후 4:39:24.4,2.65,27.52,3.48,4.42
114,2,오후 4:39:29.4,2.07,24.83,4.2,4.6
115,2,오후 4:39:34.4,2.61,25.84,2.43,3.52
116,2,오후 4:39:39.4,1.63,22.52,3.89,3.71
117,2,오후 4:39:44.4,1.68,21.66,3.03,4.42
118,2,오후 4:39:49.4,1.96,22.61,3.23,4.27
119,2,오후 4:39:54.4,2.5,21.57,3.56,3.31
120,2,오후 4:39:59.4,2.08,24.53,3.7,4.43
121,2,오후 4:40:04.5,1.87,24.8,3.78,4.12
122,2,오후 4:40:09.5,1.67,24.21,3.51,3.99
123,2,오후 4:40:14.5,2.11,24.08,3.84,3.67
124,2,오후 4:40:19.5,2.32,25.74,3.46,4.86
125,2,오후 4:40:24.5,2.04,27.05,4.09,4.08
126,2,오후 4:40:29.5,2.14,22.34,3.45,3.04
127,2,오후 4:40:34.5,1.86,24.26,3.31,4.95
128,2,오후 4:40:39.5,1.92,23.71,3.21,4.2
129,2,오후 4:40:44.5,2.3,21.01,3.31,4.55
130,2,오후 4:40:49.5,1.59,25.24,3.97,4.63
131,2,오후 4:40:54.5,2.26,26.71,4.34,3.98
132,2,오후 4:40:59.5,1.81,23.18,3.91,4.91
133,2,오후 4:41:04.5,2.42,23.66,3.21,4.07
134,2,오후 4:41:09.5,2.58,21.71,3.47,3.03
135,2,오후 4:41:14.5,2.78,23.41,3.82,3.92
136,2,오후 4:41:19.5,2.41,27.45,3.17,4.02
137,2,오후 4:41:24.5,2.44,25.59,4.35,3.84
138,2,오후 4:41:29.5,2.8,21.35,3.87,4.87
139,3,오후 4:41:56.2,2.82,26.7,4.23,3.89
140,3,오후 4:42:01.2,2.39,24.75,3.53,4.47
141,3,오후 4:42:06.2,1.92,25.72,3.42,3.37
142,3,오후 4:42:11.2,1.66,23.77,4.12,4.18
143,3,오후 4:42:16.2,2.46,23.59,3.84,4.5
144,3,오후 4:42:21.2,2.45,24.95,4.09,4.8
145,3,오후 4:42:26.2,1.86,27.56,3.34,3.35
146,3,오후 4:42:31.2,1.74,23.87,3.99,4.57
147,3,오후 4:42:36.2,2.27,25.06,3.44,4.73
148,3,오후 4:42:41.2,2.8,24.14,3.78,4.04
149,3,오후 4:42:46.2,2.82,27.75,4.04,4.02
150,3,오후 4:42:51.2,1.8,22.05,2.46,3.26
151,3,오후 4:42:56.3,1.94,26.17,3.23,3.86
152,3,오후 4:43:01.3,2.53,21.39,3.01,3.86
153,3,오후 4:43:06.3,2.78,26.36,3.21,3.62
154,3,오후 4:43:11.3,1.81,27.84,3.02,3.05
155,3,오후 4:43:16.3,1.69,26.27,3.94,3.31
156,3,오후 4:43:21.3,2.17,24.87,3.11,4.74
157,3,오후 4:43:26.3,1.58,25.07,3.26,4.52
158,3,오후 4:43:31.3,1.72,24.13,4.26,4.74
159,3,오후 4:43:36.3,2.87,23.84,4.42,4.37
160,3,오후 4:43:41.3,2.75,21.64,4.27,4.55
161,3,오후 4:43:46.3,2.79,22.35,3.63,3.42
162,3,오후 4:43:51.3,2.23,22.99,3.97,4.96
163,3,오후 4:43:56.3,2.77,22.72,4.06,4.37
164,3,오후 4:44:01.3,2.55,24.2,4.19,4.45
165,3,오후 4:44:06.3,1.63,22.75,3.59,4.55
166,3,오후 4:44:11.3,2.4,25.26,4.31,3.68
167,3,오후 4:44:16.3,2.56,25.42,4.31,3.43
168,3,오후 4:44:21.3,2.38,22.61,3.48,3.16
169,3,오후 4:44:26.3,2.41,21.93,3.75,3.93
170,3,오후 4:44:31.3,3.69,25.6,3.37,4.66
171,3,오후 4:44:36.3,1.72,26.99,3.09,3.26
172,3,오후 4:44:41.3,3.65,26.83,4.14,1.85
173,3,오후 4:44:46.3,2.09,24.9,4.06,4.97
174,3,오후 4:44:51.3,1.69,21.93,3.91,4.61
175,3,오후 4:44:56.3,2.95,26.66,4.16,3.28
176,3,오후 4:45:01.3,1.7,21.37,4.08,3.89
177,3,오후 4:45:06.3,2.81,26.49,4.25,4.91
178,3,오후 4:45:11.4,2.18,25.8,3.28,4.22
179,3,오후 4:45:16.4,2.23,21.11,3.22,4.41
180,3,오후 4:45:21.4,2.94,25.12,3.86,3.24
181,3,오후 4:45:26.4,2.58,23.85,4.23,3.13
182,3,오후 4:45:31.4,2.52,22.57,4.1,4.11
183,3,오후 4:45:36.4,2.1,26.42,3.7,4.03
184,3,오후 4:45:41.4,2.14,22.56,4.02,4.35
185,3,오후 4:45:46.4,2.84,25.33,3.8,4.67
186,3,오후 4:45:51.4,2.37,24.12,3.88,4.45
187,3,오후 4:45:56.4,1.87,21.62,4.28,3.14
188,3,오후 4:46:01.4,2.48,24.27,3.76,3.91
189,3,오후 4:46:06.4,1.69,25.61,3.57,3.39
190,3,오후 4:46:11.4,1.72,26.5,3.82,4.13
191,3,오후 4:46:16.4,2.1,23.41,3.28,3.93
192,3,오후 4:46:21.4,2.98,23.55,3.42,3.04
193,3,오후 4:46:26.4,2.03,23.8,3.99,4.2
194,3,오후 4:46:31.4,2.01,25.02,4.25,4.04
195,3,오후 4:46:36.4,1.75,22.48,3.38,3.01
196,3,오후 4:46:41.4,2.82,22.94,4.24,3.57
197,3,오후 4:46:46.4,2.23,26.35,3.47,4.11
198,3,오후 4:46:51.4,2.69,27.53,3.35,3.46
199,3,오후 4:46:56.4,2.68,26.95,3.89,4.85
200,3,오후 4:47:01.4,1.6,24.22,3.46,3.51
201,3,오후 4:47:06.4,2.53,25.47,4.12,3.53
202,3,오후 4:47:11.4,2.61,23.49,3.66,4.41
203,3,오후 4:47:16.5,2.61,26.76,4.17,3.81
204,3,오후 4:47:21.5,2.93,25.19,3.67,4.99
205,3,오후 4:47:26.5,2.36,26.6,3.8,4.27
206,3,오후 4:47:31.5,2.55,22.95,3.31,3.22
207,3,오후 4:47:36.5,2.55,22.04,3.72,3.3
208,4,오후 4:48:03.0,2.83,22.06,4.17,4.03
209,4,오후 4:48:08.0,1.79,23.3,4.08,4.91
210,4,오후 4:48:13.1,2.25,26.77,4.03,4.78
211,4,오후 4:48:18.1,2.21,22.32,4.02,4.67
212,4,오후 4:48:23.1,2.96,25.62,4.12,4.07
213,4,오후 4:48:28.1,2.35,25.04,4.0,3.29
214,4,오후 4:48:33.1,2.86,27.95,3.15,3.9
215,4,오후 4:48:38.1,2.42,26.18,4.43,3.97
216,4,오후 4:48:43.1,2.73,21.87,3.7,4.98
217,4,오후 4:48:48.1,2.77,26.15,3.76,4.26
218,4,오후 4:48:53.1,2.71,22.55,3.95,3.3
219,4,오후 4:48:58.1,2.05,25.6,3.26,3.74
220,4,오후 4:49:03.1,3.74,22.98,4.27,4.72
221,4,오후 4:49:08.1,1.69,24.04,3.67,3.68
222,4,오후 4:49:13.1,2.5,26.88,3.87,4.17
223,4,오후 4:49:18.1,2.61,24.53,4.0,4.2
224,4,오후 4:49:23.1,2.08,24.44,3.59,3.36
225,4,오후 4:49:28.1,1.79,27.6,3.62,4.65
226,4,오후 4:49:33.1,2.69,22.71,4.37,3.68
227,4,오후 4:49:38.1,1.71,21.04,3.26,4.57
228,4,오후 4:49:43.2,1.97,26.86,3.62,4.11
229,4,오후 4:49:48.2,2.6,25.84,4.06,3.72
230,4,오후 4:49:53.2,1.59,21.78,4.31,4.81
231,4,오후 4:49:58.2,2.66,26.4,4.08,4.03
232,4,오후 4:50:03.2,2.66,24.72,3.14,4.39
233,4,오후 4:50:08.2,1.77,27.35,4.11,4.37
234,4,오후 4:50:13.2,2.66,22.85,3.86,4.79
235,4,오후 4:50:18.2,3.38,22.93,4.43,1.28
236,4,오후 4:50:23.2,2.89,24.63,3.8,3.59
237,4,오후 4:50:28.2,2.12,23.36,3.4,4.01
238,4,오후 4:50:33.2,2.36,21.11,3.98,4.84
239,4,오후 4:50:38.2,2.73,24.18,3.48,3.45
240,4,오후 4:50:43.2,2.52,22.8,4.26,4.68
241,4,오후 4:50:48.2,1.55,21.55,3.94,3.8
242,4,오후 4:50:53.2,2.64,23.12,3.32,4.77
243,4,오후 4:50:58.2,3.46,24.93,2.28,1.62
244,4,오후 4:51:03.2,2.04,27.53,3.67,4.06
245,4,오후 4:51:08.2,2.35,25.17,3.38,4.41
246,4,오후 4:51:13.3,1.56,25.68,3.32,4.48
247,4,오후 4:51:18.3,1.55,26.6,3.65,3.12
248,4,오후 4:51:23.3,2.22,24.93,3.86,4.95
249,4,오후 4:51:28.3,1.97,23.53,3.62,4.0
250,4,오후 4:51:33.3,2.53,24.73,3.71,4.54
251,4,오후 4:51:38.3,2.17,26.39,4.48,3.75
252,4,오후 4:51:43.3,2.85,25.72,3.06,3.75
253,4,오후 4:51:48.3,2.32,21.08,3.39,4.57
254,4,오후 4:51:53.3,2.4,22.96,3.71,4.21
255,4,오후 4:51:58.3,2.47,23.18,3.7,4.98
256,4,오후 4:52:03.3,2.51,24.28,3.08,3.07
257,4,오후 4:52:08.3,1.82,24.91,3.29,4.35
258,4,오후 4:52:13.3,1.55,26.87,3.9,4.12
259,4,오후 4:52:18.3,2.72,24.21,4.32,3.78
260,4,오후 4:52:23.3,1.66,26.44,3.21,3.14
261,4,오후 4:52:28.3,1.85,24.04,3.55,4.11
