Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:20:03.0,2.14,23.43,3.26,3.18
2,1,오후 4:20:08.0,2.99,22.92,4.29,3.99
3,1,오후 4:20:13.0,1.93,24.22,3.16,3.41
4,1,오후 4:20:18.0,2.94,24.37,3.51,3.51
5,1,오후 4:20:23.0,1.86,25.66,3.47,3.84
6,1,오후 4:20:28.0,2.0,22.28,4.16,3.06
7,1,오후 4:20:33.0,2.29,26.62,3.51,4.83
8,1,오후 4:20:38.0,2.34,27.88,4.09,4.16
9,1,오후 4:20:43.0,2.37,22.96,3.31,3.57
10,1,오후 4:20:48.0,1.82,27.39,3.06,4.82
11,1,오후 4:20:53.0,2.16,25.73,4.19,4.73
12,1,오후 4:20:58.0,2.96,21.76,3.49,3.3
13,1,오후 4:21:03.0,1.9,26.75,3.39,4.81
14,1,오후 4:21:08.0,2.91,26.31,3.91,4.54
15,1,오후 4:21:13.0,2.56,24.75,4.04,4.57
16,1,오후 4:21:18.1,1.76,25.75,3.64,4.69
17,1,오후 4:21:23.1,1.61,26.87,4.31,4.96
18,1,오후 4:21:28.1,2.98,23.72,3.28,3.07
19,1,오후 4:21:33.1,1.9,23.91,3.76,3.1
20,1,오후 4:21:38.1,2.1,25.83,4.22,4.55
21,1,오후 4:21:43.1,2.04,27.29,3.24,3.44
22,1,오후 4:21:48.1,1.98,21.84,4.13,3.45
23,1,오후 4:21:53.1,2.87,24.37,3.1,4.22
24,1,오후 4:21:58.1,1.53,21.65,3.45,3.47
25,1,오후 4:22:03.1,1.53,23.03,3.84,4.25
26,1,오후 4:22:08.1,2.74,25.5,3.3,4.28
27,1,오후 4:22:13.1,2.57,25.75,3.99,4.43
28,1,오후 4:22:18.1,2.47,24.3,3.52,4.6
29,1,오후 4:22:23.1,1.96,25.11,3.7,4.14
30,1,오후 4:22:28.1,1.74,25.06,4.49,4.04
31,1,오후 4:22:33.1,2.15,23.0,3.33,4.65
32,1,오후 4:22:38.1,1.72,23.55,3.9,4.49
33,1,오후 4:22:43.1,2.37,24.86,3.47,4.34
34,1,오후 4:22:48.1,1.61,21.61,3.24,3.06
35,1,오후 4:22:53.1,2.34,27.96,3.38,3.18
36,1,오후 4:22:58.1,1.55,27.48,4.49,4.65
37,1,오후 4:23:03.1,1.88,27.37,4.09,3.92
38,1,오후 4:23:08.1,2.85,22.54,3.81,4.48
39,1,오후 4:23:13.2,1.86,27.56,3.64,4.9
40,1,오후 4:23:18.2,2.33,23.64,3.42,3.32
41,1,오후 4:23:23.2,2.26,21.04,4.21,4.88
42,1,오후 4:23:28.2,2.35,21.42,4.45,3.89
43,1,오후 4:23:33.2,1.81,26.15,4.47,3.8
44,1,오후 4:23:38.2,2.45,23.75,3.77,4.58
45,1,오후 4:23:43.2,2.09,24.77,4.13,4.94
46,1,오후 4:23:48.2,2.98,23.22,3.48,3.51
47,1,오후 4:23:53.2,1.94,25.31,4.15,4.06
48,1,오후 4:23:58.2,2.7,26.49,3.93,4.3
49,1,오후 4:24:03.2,2.0,24.3,4.08,4.93
50,1,오후 4:24:08.2,2.79,24.06,3.43,4.52
51,1,오후 4:24:13.2,2.83,24.33,4.32,4.11
52,1,오후 4:24:18.2,2.44,23.09,3.68,3.87
53,1,오후 4:24:23.2,2.23,24.09,3.74,3.27
