Index,Lot,Time,pH,Temp,Current,Voltage
1,1,오후 4:25:04.0,1.51,24.52,3.72,3.52
2,1,오후 4:25:09.0,2.73,24.3,3.49,3.03
3,1,오후 4:25:14.0,2.85,25.32,4.2,3.85
4,1,오후 4:25:19.0,2.1,23.94,3.46,4.11
5,1,오후 4:25:24.0,1.77,27.66,4.22,3.77
6,1,오후 4:25:29.0,2.62,22.18,3.85,4.59
7,1,오후 4:25:34.0,1.62,23.18,3.74,3.25
8,1,오후 4:25:39.0,2.8,23.91,4.36,4.54
9,1,오후 4:25:44.0,2.88,26.36,3.5,4.57
10,1,오후 4:25:49.0,2.25,25.82,3.73,4.44
11,1,오후 4:25:54.0,2.65,21.84,3.29,4.45
12,1,오후 4:25:59.0,2.0,21.84,3.21,3.63
13,1,오후 4:26:04.0,1.83,24.69,3.96,1.13
14,1,오후 4:26:09.0,2.66,23.96,3.03,4.76
15,1,오후 4:26:14.0,2.28,22.08,3.73,3.01
16,1,오후 4:26:19.0,1.8,26.01,3.78,4.86
17,1,오후 4:26:24.1,1.93,26.41,4.01,3.9
18,1,오후 4:26:29.1,1.9,21.26,3.36,3.52
19,1,오후 4:26:34.1,2.18,26.44,3.89,3.82
20,1,오후 4:26:39.1,2.47,24.53,3.31,3.19
21,1,오후 4:26:44.1,2.36,24.83,3.85,3.67
22,1,오후 4:26:49.1,1.78,25.3,4.14,4.83
23,1,오후 4:26:54.1,2.57,25.94,3.59,4.71
24,1,오후 4:26:59.1,2.67,25.3,3.31,4.87
25,1,오후 4:27:04.1,1.62,25.69,3.47,4.43
26,1,오후 4:27:09.1,2.61,23.03,3.03,4.4
27,1,오후 4:27:14.1,1.66,24.32,3.87,3.66
28,1,오후 4:27:19.1,2.93,24.16,3.36,4.18
29,1,오후 4:27:24.1,2.33,27.38,3.89,3.42
30,1,오후 4:27:29.1,2.42,24.06,3.93,4.47
31,1,오후 4:27:34.1,2.44,21.39,3.11,3.84
32,1,오후 4:27:39.1,2.15,22.95,4.43,3.83
33,1,오후 4:27:44.1,2.36,22.86,3.36,4.15
34,1,오후 4:27:49.1,1.87,25.72,3.07,3.91
35,1,오후 4:27:54.2,1.63,22.73,3.54,3.87
36,1,오후 4:27:59.2,2.8,23.85,3.19,4.35
37,1,오후 4:28:04.2,2.23,26.08,3.63,3.35
38,1,오후 4:28:09.2,1.51,25.86,3.84,4.95
39,1,오후 4:28:14.2,2.99,22.26,4.45,4.72
40,1,오후 4:28:19.2,1.71,27.41,4.43,4.72
41,1,오후 4:28:24.2,1.6,24.01,3.33,4.32
42,1,오후 4:28:29.2,1.94,25.75,4.48,4.18
43,1,오후 4:28:34.2,2.1,27.53,3.67,4.87
44,1,오후 4:28:39.2,2.8,24.27,3.71,4.86
45,1,오후 4:28:44.2,2.36,21.42,4.21,3.98
46,1,오후 4:28:49.2,2.38,24.63,3.73,4.25
47,1,오후 4:28:54.2,2.7,24.95,3.04,3.08
48,1,오후 4:28:59.2,2.02,25.26,4.28,4.32
49,1,오후 4:29:04.2,1.99,22.13,4.25,3.04
50,1,오후 4:29:09.2,4.23,17.02,4.02,1.85
51,1,오후 4:29:14.2,3.97,25.48,3.67,2.4
52,1,오후 4:29:19.2,2.99,23.88,3.65,3.91
53,1,오후 4:29:24.2,2.85,25.18,3.09,3.04
54,1,오후 4:29:29.2,2.99,24.91,4.08,3.32
55,1,오후 4:29:34.2,2.33,26.49,3.03,3.13
56,1,오후 4:29:39.2,1.85,23.24,3.17,3.05
57,1,오후 4:29:44.2,2.43,27.9,3.26,4.55
58,1,오후 4:29:49.2,2.2,26.45,4.13,3.12
59,1,오후 4:29:54.2,2.61,22.77,3.32,3.75
60,1,오후 4:29:59.2,2.05,21.7,3.08,3.35
61,1,오후 4:30:04.3,1.85,23.35,4.47,3.59
62,1,오후 4:30:09.3,2.79,24.19,3.02,4.63
63,1,오후 4:30:14.3,2.84,25.25,4.42,4.42
64,1,오후 4:30:19.3,1.52,26.89,4.41,3.96
65,1,오후 4:30:24.3,2.58,21.44,3.34,3.1
66,1,오후 4:30:29.3,2.51,25.76,3.24,4.5
67,1,오후 4:30:34.3,2.1,21.64,4.24,4.77
68,1,오후 4:30:39.3,1.55,24.89,4.24,4.07
69,1,오후 4:30:44.3,2.61,23.64,3.84,3.14
70,2,오후 4:31:11.4,2.63,23.61,3.92,4.39
71,2,오후 4:31:16.4,2.73,21.9,3.91,3.18
72,2,오후 4:31:21.4,2.63,22.19,3.25,4.48
73,2,오후 4:31:26.4,2.16,23.37,3.01,3.62
74,2,오후 4:31:31.4,2.71,27.63,3.89,3.12
75,2,오후 4:31:36.4,1.51,26.48,4.35,4.09
76,2,오후 4:31:41.4,2.51,24.52,3.47,4.2
77,2,오후 4:31:46.4,2.04,21.97,3.81,4.51
78,2,오후 4:31:51.4,2.57,23.89,3.54,3.96
79,2,오후 4:31:56.4,1.72,21.66,3.73,3.82
80,2,오후 4:32:01.4,2.79,26.81,4.34,4.46
81,2,오후 4:32:06.4,1.63,24.72,3.36,3.58
82,2,오후 4:32:11.4,2.55,24.86,3.82,4.79
83,2,오후 4:32:16.4,2.55,24.07,3.17,4.18
84,2,오후 4:32:21.4,2.54,25.97,3.01,3.61
85,2,오후 4:32:26.4,2.56,22.81,3.93,3.73
86,2,오후 4:32:31.4,1.75,26.86,4.01,3.45
87,2,오후 4:32:36.4,1.56,27.29,3.07,4.36
88,2,오후 4:32:41.4,1.86,24.28,4.14,4.02
89,2,오후 4:32:46.4,2.53,26.8,3.61,3.28
90,2,오후 4:32:51.4,2.91,24.97,4.24,3.35
91,2,오후 4:32:56.5,2.01,24.91,3.7,4.81
92,2,오후 4:33:01.5,2.95,24.59,4.04,3.89
93,2,오후 4:33:06.5,2.0,24.01,3.58,3.73
94,2,오후 4:33:11.5,1.87,23.34,4.34,3.71
95,2,오후 4:33:16.5,2.49,27.95,3.74,4.92
96,2,오후 4:33:21.5,3.28,23.6,3.12,4.09
97,2,오후 4:33:26.5,1.57,21.63,4.38,4.79
98,2,오후 4:33:31.5,2.32,26.11,3.68,3.95
99,2,오후 4:33:36.5,2.04,25.57,3.24,4.48
100,2,오후 4:33:41.5,2.23,27.48,3.6,3.29
